number,state,contributor,created_at,closed_at,title,labels
1259,closed,grimsoul7,2019-12-26 20:08:21+00:00,2019-12-26 20:20:35+00:00,New units command ,['unlabeled']
1254,closed,sulai,2019-12-24 14:20:20+00:00,2019-12-24 14:46:32+00:00,"Can't research mechanic pump in ""the craters""",['unlabeled']
1251,closed,kerong08ng,2019-12-23 04:14:50+00:00,2019-12-23 04:16:38+00:00,A locally imported mod missing after restarting application,['unlabeled']
1247,closed,jgonyea,2019-12-21 15:27:17+00:00,2019-12-21 15:29:10+00:00,Map names with spaces can't be hosted,['unlabeled']
1238,closed,anar4732,2019-12-20 10:51:42+00:00,2019-12-20 15:57:44+00:00,ICBM System?,['unlabeled']
1237,closed,moonheart08,2019-12-20 03:53:44+00:00,2019-12-23 03:05:07+00:00,Turning off socketinput does not stop listening to socketinput port.,['unlabeled']
1233,closed,Angular-Angel,2019-12-19 14:15:02+00:00,2019-12-19 14:19:17+00:00,Modded Walls do not stop bullets or enemy pathing,['unlabeled']
1231,closed,codiophile,2019-12-18 23:10:15+00:00,2019-12-22 22:57:35+00:00,Tau Mech doesn't fire repair laser,['unlabeled']
1230,closed,Cooky-12,2019-12-18 17:01:31+00:00,2019-12-18 17:04:45+00:00,blacklist support on steam,['unlabeled']
1224,closed,jgonyea,2019-12-17 18:32:52+00:00,2019-12-17 18:36:23+00:00,Dedicated Multiplayer bug,['unlabeled']
1223,closed,codiophile,2019-12-17 17:36:59+00:00,2019-12-19 01:06:49+00:00,Conveyor belt corners don't stop animating when the items stop moving,['unlabeled']
1219,closed,schumannd,2019-12-16 15:25:24+00:00,2019-12-16 15:36:31+00:00,"Mindustry requests ""Input Monitoring"" but works even if it is denied.",['unlabeled']
1215,closed,HawkMock,2019-12-15 06:20:16+00:00,2019-12-15 21:29:16+00:00,Issues with naming of floor blocks (in modding),['unlabeled']
1214,closed,WilsontheWolf,2019-12-14 21:07:33+00:00,2019-12-14 21:09:12+00:00,Large health items have improper health detection,['unlabeled']
1213,closed,Katsute,2019-12-14 17:37:06+00:00,2019-12-14 17:54:12+00:00,Colored name exploit in server list,['unlabeled']
1212,closed,Vortetty,2019-12-13 23:41:38+00:00,2019-12-13 23:51:59+00:00,Changing mod name changes mod registry name,['unlabeled']
1203,closed,TsjipTsjip,2019-12-12 18:24:39+00:00,2019-12-12 19:42:34+00:00,Launched items in launchpad issue,['unlabeled']
1200,closed,buggif,2019-12-11 23:49:42+00:00,2019-12-11 23:51:16+00:00,Bug light,['unlabeled']
1198,closed,CaptainCosmotic,2019-12-11 17:06:41+00:00,2019-12-11 20:13:53+00:00,Unloaders out of schematics have the wrong type sometimes,['unlabeled']
1188,closed,1vCiIJuykCcqeqf3RYcN,2019-12-10 10:19:33+00:00,2019-12-10 14:27:13+00:00,Previous error report of s1182,['unlabeled']
1186,closed,ZacBytes,2019-12-09 06:53:13+00:00,2019-12-09 14:45:43+00:00,Unable to import schematics,['unlabeled']
1185,closed,SabreRunner,2019-12-09 04:25:12+00:00,2019-12-09 14:59:40+00:00,Can't start map because of blocked loadout,['unlabeled']
1184,closed,mkaatman,2019-12-09 02:10:49+00:00,2019-12-09 02:29:08+00:00,NPE at startup when steam is in offline mode,['unlabeled']
1182,closed,1vCiIJuykCcqeqf3RYcN,2019-12-08 09:03:04+00:00,2019-12-08 14:57:24+00:00,Software crash（by google translation ）,['unlabeled']
1179,closed,TsjipTsjip,2019-12-07 13:50:04+00:00,2019-12-07 15:17:47+00:00,Game crash due to missing locale keys.,['unlabeled']
1178,closed,chtenb,2019-12-07 09:47:13+00:00,2019-12-07 15:15:08+00:00,Overflow gates not working properly when places after each other,['unlabeled']
1177,closed,torwesterlund,2019-12-07 08:40:59+00:00,2019-12-07 15:15:57+00:00,Power network not recalculating when a node is removed,['unlabeled']
1176,closed,torwesterlund,2019-12-07 08:29:05+00:00,2019-12-08 15:09:35+00:00,Large power nodes not connecting when clicking and dragging,['unlabeled']
1174,closed,Arkanic,2019-12-06 19:53:12+00:00,2019-12-06 19:57:02+00:00,might wanna remove html5 from the tags list for the repo,['unlabeled']
1173,closed,TechnologyClassroom,2019-12-06 16:45:55+00:00,2019-12-06 17:46:22+00:00,Player layer is underneath structures queued to be built,['unlabeled']
1170,closed,ZacBytes,2019-12-06 10:51:24+00:00,2019-12-06 13:06:01+00:00,Server autorestart,['unlabeled']
1169,closed,ZacBytes,2019-12-06 09:27:59+00:00,2020-02-18 17:33:15+00:00,Unable to export schematic,['unlabeled']
1168,closed,Minecrafter69,2019-12-06 06:02:31+00:00,2019-12-06 13:07:51+00:00,Unable to export data,['unlabeled']
1160,closed,owenboe,2019-12-05 00:27:39+00:00,2019-12-05 00:51:58+00:00,Another thing I found is that when I downloaded a mod I liked it said reload required. What does that mean?,['unlabeled']
1159,closed,owenboe,2019-12-04 21:21:35+00:00,2019-12-04 21:27:09+00:00,There's only one mod. Could you please tell me a new industry mod that I can type in to the github mods? Thanks.,['unlabeled']
1157,closed,fgaz,2019-12-04 09:36:31+00:00,2019-12-04 13:09:45+00:00,NullPointerException at ItemBridge.acceptLiquid,['unlabeled']
1155,closed,ebess,2019-12-03 15:01:41+00:00,2019-12-07 16:09:00+00:00,sending commands via socket,['unlabeled']
1154,closed,genii11,2019-12-03 09:41:52+00:00,2019-12-03 14:54:55+00:00,Mindustry,['unlabeled']
1153,closed,pyronie,2019-12-03 00:25:55+00:00,2019-12-03 00:38:38+00:00,Map lighting crash,['unlabeled']
1152,closed,icosamuel,2019-12-02 20:46:02+00:00,2019-12-02 21:37:53+00:00,Sync issues in multiplayer,['unlabeled']
1151,closed,DarkEyeDragon,2019-12-02 19:51:58+00:00,2019-12-02 21:36:21+00:00,Wrong displayed keys for AZERTY keyboard,['unlabeled']
1148,closed,deltanedas,2019-12-01 14:22:44+00:00,2019-12-01 15:35:15+00:00,stack overflow when loading save or creating map,['unlabeled']
1147,closed,DarkEyeDragon,2019-12-01 01:07:55+00:00,2019-12-01 01:44:17+00:00,Playback device doesn't automatically switch (Windows),['unlabeled']
1143,closed,Deliphin,2019-11-29 16:45:02+00:00,2019-11-29 16:56:18+00:00,Liquid and Item Bridges/Phase Conveyors can't output in a direction they are taking input from,['unlabeled']
1138,closed,willis936,2019-11-27 19:22:06+00:00,2020-02-18 17:40:44+00:00,Multitasking issue,['unlabeled']
1135,closed,NickLalo,2019-11-27 02:30:44+00:00,2019-11-27 02:47:24+00:00,Player Character Bullet Velocity Issue,['unlabeled']
1134,closed,luketheduke492,2019-11-26 13:50:36+00:00,2019-11-26 14:13:50+00:00,Server Sync Build Cancels,['unlabeled']
1130,closed,ValeriyRa,2019-11-25 10:39:24+00:00,2019-11-25 16:49:24+00:00,Platform : windows 7,['unlabeled']
1123,closed,tsal,2019-11-24 01:57:18+00:00,2019-11-24 02:27:29+00:00,Failed to initialize Steam services (zero-byte libsteam_api.dylib),['unlabeled']
1121,closed,Dolphin2Point1,2019-11-24 00:16:03+00:00,2019-12-10 14:40:43+00:00,Server Sync issue,['unlabeled']
1120,closed,MrTomek,2019-11-24 00:10:04+00:00,2019-11-24 00:21:36+00:00,New Function - 'unloader' -   Multi filter (edit),['unlabeled']
1117,closed,CatSword,2019-11-22 22:02:44+00:00,2019-11-22 22:06:24+00:00,Mod Crash,['unlabeled']
1115,closed,Fauli1221,2019-11-22 14:42:41+00:00,2019-11-22 14:56:14+00:00,crash on start,['unlabeled']
1111,closed,giorgio-paoloni,2019-11-22 00:00:47+00:00,2019-11-22 01:53:17+00:00,Ios app,['unlabeled']
1110,closed,frm5993,2019-11-21 18:49:00+00:00,2019-11-21 20:48:29+00:00,graphite press regurgitating back into routers and distributers,['unlabeled']
1107,closed,Vortetty,2019-11-21 04:51:38+00:00,2019-11-23 00:16:51+00:00,Overlapping of Items in Tech Tree,['unlabeled']
1106,closed,Arkanic,2019-11-20 21:52:37+00:00,2019-11-26 07:27:03+00:00,it has been done,['unlabeled']
1101,closed,gabrielbr1802gcc,2019-11-20 04:03:37+00:00,2019-11-20 04:06:24+00:00,Mod doesn't work,['unlabeled']
1100,closed,vgaming,2019-11-19 20:55:06+00:00,2019-11-19 22:32:19+00:00,Server v99 died with exception,['unlabeled']
1098,closed,donaldr3,2019-11-19 16:00:16+00:00,2019-11-19 16:02:52+00:00,Missing license notices,['unlabeled']
1089,closed,LinuxLust,2019-11-19 04:54:49+00:00,2019-11-19 17:26:40+00:00,Phantom drones and bridges,['unlabeled']
1083,closed,yfdyh000,2019-11-18 11:43:08+00:00,2019-11-18 13:29:23+00:00,Inconsistent Esc key behavior for Esc - Settings menus,['unlabeled']
1082,closed,yfdyh000,2019-11-18 10:56:35+00:00,2019-11-18 12:33:33+00:00,[compatibility] Game jar won't start without Mindustry.exe package in older device (OpenGL 1.1),['unlabeled']
1079,closed,UltraSpeci,2019-11-17 09:39:35+00:00,2019-11-18 13:29:28+00:00,Server Crasher,['unlabeled']
1077,closed,MageDelfador,2019-11-16 18:18:54+00:00,2019-11-16 21:54:55+00:00,"Water Extractor,Cultivator,and Oil Extractor efficiency value wrong when put them on water partly",['unlabeled']
1075,closed,Quezler,2019-11-16 11:17:09+00:00,2019-11-16 14:34:39+00:00,Issue with modifying Call,['unlabeled']
1074,closed,smarek,2019-11-16 07:17:38+00:00,2019-11-17 04:49:26+00:00,NullPointerException BuilderTrait.shouldSkip,['unlabeled']
1062,closed,CaptainCosmotic,2019-11-14 21:08:46+00:00,2019-11-14 21:30:30+00:00,Sound issues crackling sound/ 5.1 Sound mainly out of rear speakers,['unlabeled']
1055,closed,idk-idk-idkfhdhfhfh,2019-11-13 17:51:58+00:00,2020-02-18 17:35:54+00:00,Import of mod doesn't work,['unlabeled']
1047,closed,ghost,2019-11-12 03:28:45+00:00,2019-11-12 04:27:30+00:00,How to connect different schematics into one big?,['unlabeled']
1046,closed,willis936,2019-11-12 01:07:39+00:00,2019-11-12 01:08:30+00:00,Cultivator pipe graphics issue,['unlabeled']
1045,closed,willis936,2019-11-12 01:03:56+00:00,2019-11-12 01:04:28+00:00,conveyor junction corner case,['unlabeled']
1043,closed,mayli,2019-11-11 20:22:40+00:00,2020-02-18 17:44:41+00:00,Proper IME (input method editor) Support,['help wanted']
1039,closed,filippog,2019-11-11 18:13:22+00:00,2019-11-12 04:35:34+00:00,create subdirectories in releases zip files,['unlabeled']
1038,closed,codiophile,2019-11-11 15:16:07+00:00,2020-04-10 23:18:05+00:00,Meltdown doesn't fire its laser,['unlabeled']
1036,closed,Quezler,2019-11-11 10:23:22+00:00,2019-11-11 15:41:11+00:00,"Warn if any core is under attack, the issue",['unlabeled']
1035,closed,mayli,2019-11-11 05:25:00+00:00,2019-11-11 15:42:06+00:00,"Steam workshow, map is getting mislabeled",['unlabeled']
1034,closed,EL-ITIAGO,2019-11-10 21:57:19+00:00,2019-11-10 21:59:48+00:00,Play option in main menu obscured by logo in default small window resolution,['unlabeled']
1032,closed,Astralchroma,2019-11-10 21:12:35+00:00,2019-11-10 21:28:10+00:00,Survival Server loads pvp map.,['unlabeled']
1031,closed,willis936,2019-11-10 20:27:26+00:00,2019-11-10 20:36:22+00:00,liquid junctions not working properly,['unlabeled']
1028,closed,AtomicStryker,2019-11-10 15:05:04+00:00,2019-11-10 15:14:57+00:00,Stormtrooper aim implementation: Cannot hit immobile 1x1 target,['unlabeled']
1027,closed,joshuaptfan,2019-11-10 10:00:02+00:00,2019-11-10 15:05:07+00:00,Unnamed/unmapped keys,['unlabeled']
1021,closed,dbnaruto,2019-11-09 00:54:59+00:00,2019-11-09 02:11:32+00:00,Importing Github Mod on Steam Version,['unlabeled']
1020,closed,theFox6,2019-11-08 15:48:36+00:00,2019-11-08 15:58:26+00:00,failure while building,['unlabeled']
1015,closed,TheMeltdown201,2019-11-07 17:26:19+00:00,2019-11-07 17:35:12+00:00,Schématics uses in campaign ,['unlabeled']
1014,closed,Goto-Namj,2019-11-07 12:00:31+00:00,2019-11-07 14:17:08+00:00,[BUG] about blueprint,['unlabeled']
1008,closed,GoodLucky777,2019-11-06 06:51:41+00:00,2019-12-08 14:56:03+00:00,Drones Issue,['unlabeled']
1005,closed,gabrielbr1802gcc,2019-11-05 19:33:42+00:00,2019-11-05 21:07:46+00:00,I can't delete any mod,['unlabeled']
1001,closed,Quezler,2019-11-05 14:51:06+00:00,2019-11-08 00:00:58+00:00,Force projector power usage question,['unlabeled']
1000,closed,BasedUser,2019-11-05 14:07:11+00:00,2019-12-19 18:41:08+00:00,snek,['unlabeled']
996,closed,brettfazio,2019-11-05 02:56:35+00:00,2019-11-05 03:04:48+00:00,Discrepancies across Mac and Windows clients when playing on server,['unlabeled']
992,closed,Xusk947,2019-11-04 05:57:50+00:00,2019-11-04 13:02:27+00:00,Mod not deleted,['unlabeled']
990,closed,willis936,2019-11-04 02:55:47+00:00,2019-11-08 01:17:09+00:00,Campaign save issue on mobile,['unlabeled']
989,closed,simodark98,2019-11-03 21:44:05+00:00,2019-11-03 22:10:56+00:00,The tree of reserarch Is unpossible to use,['unlabeled']
987,closed,leonardoBRASILERO,2019-11-03 14:57:53+00:00,2019-11-03 15:07:42+00:00,I downloaded the mod Better blocks more when I enter a server says I don't have the mod my mindustry is updated mi build is 99.6,['unlabeled']
986,closed,willis936,2019-11-03 11:19:32+00:00,2019-11-03 13:37:40+00:00,featHub certificate invalid,['unlabeled']
985,closed,MageDelfador,2019-11-03 10:02:38+00:00,2019-11-03 13:37:06+00:00,Inverted sorter can be used to make all in one conveyor,['unlabeled']
984,closed,General-1,2019-11-03 09:16:08+00:00,2019-11-03 13:38:10+00:00,How do i make a mod în mindustry i want to know how,['unlabeled']
978,closed,12358abc,2019-11-02 09:30:14+00:00,2019-11-02 09:49:32+00:00,Simplified Chinese Translation Update,['unlabeled']
977,closed,12358abc,2019-11-02 08:25:13+00:00,2019-11-02 09:24:54+00:00,simplified Chinese translation update,['unlabeled']
976,closed,joshuaptfan,2019-11-02 06:30:01+00:00,2019-11-02 13:22:49+00:00,Number key bindings do not work properly,['unlabeled']
975,closed,Br647,2019-11-02 02:55:41+00:00,2019-11-02 03:00:08+00:00,Mods???? Fix this please.,['unlabeled']
971,closed,Quezler,2019-11-01 14:54:42+00:00,2019-11-01 16:48:47+00:00,Exception when trying to update rules,['unlabeled']
970,closed,BanSheeH2D,2019-11-01 13:44:09+00:00,2019-11-01 13:59:04+00:00,Removing added mods,['unlabeled']
968,closed,matheod,2019-11-01 09:09:48+00:00,2019-11-01 16:49:55+00:00,Tutorial : Tell the player he has to move at the start,['unlabeled']
966,closed,CaptainCosmotic,2019-10-31 23:12:06+00:00,2019-10-31 23:18:08+00:00,Items can merge from sources onto bends in armored conveyor belts,['unlabeled']
965,closed,Squidy-Boi,2019-10-31 20:55:22+00:00,2019-10-31 21:04:01+00:00,"Modding - ""Stuck"" Mods",['unlabeled']
963,closed,houxieyu,2019-10-31 10:22:01+00:00,2019-12-23 03:05:44+00:00,这个游戏代码写的太好了，可惜没有中文文档,['unlabeled']
960,closed,alberthier,2019-10-31 00:20:49+00:00,2019-10-31 00:46:23+00:00,The UI scaling slider should be more fine grained.,['unlabeled']
958,closed,WilhelmW,2019-10-30 22:24:31+00:00,2019-10-30 22:29:45+00:00,Game crash on removing Mech Pad,['unlabeled']
957,closed,WilhelmW,2019-10-30 22:17:23+00:00,2019-10-30 22:23:02+00:00,Can't deselect schematic,['unlabeled']
956,closed,Flipp3rrr,2019-10-30 21:32:52+00:00,2019-10-30 21:51:16+00:00,Crash on iOS during start,['unlabeled']
953,closed,Slava0135,2019-10-30 19:03:35+00:00,2019-10-30 20:18:39+00:00,Mod removing bug,['unlabeled']
952,closed,ErolKit,2019-10-30 17:42:21+00:00,2019-10-30 17:42:58+00:00,Display error. ,['unlabeled']
948,closed,edwinvautier,2019-10-30 12:00:49+00:00,2019-11-02 15:18:16+00:00,no mod.json found,['unlabeled']
944,closed,mindustry-player,2019-10-30 03:30:32+00:00,2019-10-30 03:33:09+00:00,i can't delete/remove the mods i downloaded mods,['unlabeled']
943,closed,brandonegbert,2019-10-30 02:28:11+00:00,2019-10-30 02:33:31+00:00,[Feature Request] Change mech 'Dash' to a toggle on PC,['unlabeled']
940,closed,Shawak,2019-10-29 18:49:51+00:00,2019-10-29 18:59:04+00:00,Armored Conveyers visual glitch,['unlabeled']
938,closed,jvaler1,2019-10-29 17:49:48+00:00,2019-10-29 17:53:34+00:00,Plastanium walls cannot be blueprinted.,['unlabeled']
937,closed,Gorock,2019-10-29 13:57:20+00:00,2019-10-29 20:50:52+00:00,Linux Bumblebee and Mindustry fail,['unlabeled']
935,closed,fgaz,2019-10-29 07:39:48+00:00,2019-10-31 21:32:59+00:00,Official versioning scheme,['unlabeled']
930,closed,ifritdiezel,2019-10-28 18:47:45+00:00,2019-10-28 18:50:18+00:00,Modloader issue,['unlabeled']
929,closed,produde1,2019-10-28 12:22:56+00:00,2019-10-28 12:23:52+00:00,Can't import mods,['unlabeled']
928,closed,Lucas559-noob,2019-10-28 11:52:51+00:00,2019-10-28 12:09:15+00:00,Writing error,['unlabeled']
926,closed,TwistedNeo,2019-10-28 09:33:02+00:00,2019-10-28 12:22:20+00:00,Schematics don't work in build 99,['unlabeled']
924,closed,MrEgor4Ik,2019-10-28 09:07:30+00:00,2019-10-28 12:07:48+00:00,"Where is button ""Import with GitHub"" in version 5-official99??? Please return!",['unlabeled']
923,closed,sean-gribben,2019-10-28 08:35:57+00:00,2019-10-29 01:20:58+00:00,Modded maps not removing when mod is disabled (or deleted),['unlabeled']
922,closed,Terran-is-Here,2019-10-28 07:23:35+00:00,2019-10-28 12:22:09+00:00,Schematics: Parts are not being Placed/Selected,['unlabeled']
921,closed,sean-gribben,2019-10-28 07:18:19+00:00,2019-11-01 20:01:15+00:00,"Mods unable to be deleted, and mod folder not in expected location",['unlabeled']
920,closed,Shawak,2019-10-28 04:39:04+00:00,2019-10-28 04:40:07+00:00,Interface issue,['unlabeled']
919,closed,Shawak,2019-10-28 04:36:36+00:00,2019-10-28 04:51:05+00:00,Toggle Power Nodes,['unlabeled']
918,closed,Firestorm827,2019-10-28 02:25:00+00:00,2019-11-08 01:27:25+00:00,Unable to import mods on iOS,['unlabeled']
917,closed,Shawak,2019-10-28 02:13:17+00:00,2019-10-28 02:18:58+00:00,Publishing to Workshop is not working anymore,['unlabeled']
913,closed,scoennz,2019-10-27 18:46:09+00:00,2019-10-27 18:52:58+00:00,Not connecting with mod,['unlabeled']
911,closed,AE0L,2019-10-27 12:50:44+00:00,2019-10-27 14:33:11+00:00,Maps don't seem to render correctly on a laptop with Intel Graphics Card.,['unlabeled']
910,closed,jakiki6,2019-10-27 12:45:12+00:00,2019-10-27 14:20:28+00:00,Wrong translation,['unlabeled']
909,closed,ghost,2019-10-27 12:27:46+00:00,2019-10-27 14:24:09+00:00,"Hi Anuke! I have a request, could you add the categories power to give out objects or liquids in the creation of modifications? I think this would be a great solution to expand the possibilities of co-modding. Thank.",['unlabeled']
908,closed,mrnossiom,2019-10-27 10:23:51+00:00,2019-10-27 14:21:11+00:00,MacOS Steam Version,['unlabeled']
903,closed,Lighthez,2019-10-26 19:59:07+00:00,2019-10-27 01:20:10+00:00,Players from the other team can votekick the players of other teams (pvp),['unlabeled']
902,closed,scarabdesign,2019-10-26 19:55:18+00:00,2019-10-27 01:20:10+00:00,Weird lag when unmarking things for deconstruction. ,['unlabeled']
901,closed,Fekus310,2019-10-26 18:38:34+00:00,2019-10-26 21:49:26+00:00,"platform: windows   build: 98.1   issue: mods don't work     reproduce: i created a mod, it has all the files, but in the actual game it doesn't appear anything which i made in the mod",['unlabeled']
899,closed,matematikaadit,2019-10-26 13:12:00+00:00,2019-10-26 23:29:03+00:00,Touchpad stopped working when holding any key on the keyboard,['unlabeled']
894,closed,TechFish3000,2019-10-26 09:23:02+00:00,2019-10-27 14:56:29+00:00,Blocks larger than 5x5 crash instantly when damaged,['unlabeled']
893,closed,bencbartlett,2019-10-26 08:01:43+00:00,2019-10-26 12:57:47+00:00,Power doesn't work in PVP for non-host,['unlabeled']
889,closed,K33RAN,2019-10-26 05:00:16+00:00,2019-10-27 01:21:13+00:00,new silver update problem,['unlabeled']
888,closed,morristp6,2019-10-26 02:21:31+00:00,2019-10-26 02:26:18+00:00,"After I operated Anukin/ExampleMod in mindustry, the map of custom game was damaged, the system told 'a blue core is not added', and it happened on every map",['unlabeled']
887,closed,willis936,2019-10-25 22:20:42+00:00,2019-11-19 08:24:39+00:00,Unable to import data on iOS,['unlabeled']
886,closed,HigherDimensio,2019-10-25 22:19:28+00:00,2019-10-26 01:58:13+00:00,Build speed,['unlabeled']
885,closed,PSeba-M,2019-10-25 21:29:05+00:00,2019-10-27 19:24:50+00:00,Copper in campaign,['unlabeled']
884,closed,willis936,2019-10-25 21:25:35+00:00,2019-10-25 21:59:54+00:00,Game import crash,['unlabeled']
883,closed,willis936,2019-10-25 21:18:03+00:00,2019-11-08 03:52:01+00:00,Menu missing on Ruinous Shores,['unlabeled']
882,closed,KiloLiuton,2019-10-25 18:31:59+00:00,2019-10-27 01:22:02+00:00,Mindustry sound output won't change to another channel,['unlabeled']
881,closed,slatoru,2019-10-25 18:30:44+00:00,2019-10-25 18:54:56+00:00,Альбомный режим ошибка!,['unlabeled']
880,closed,rnauber,2019-10-25 18:05:04+00:00,2019-10-25 18:08:35+00:00,F-Droid build fails because of hardcoded version,['unlabeled']
877,closed,chancy7,2019-10-25 13:25:21+00:00,2019-10-25 16:58:11+00:00,Mod loading problem,['unlabeled']
876,closed,Yoloskeet,2019-10-25 12:39:12+00:00,2019-10-25 18:58:03+00:00,Mods sprite and material mixup,['unlabeled']
874,closed,chancy7,2019-10-25 12:18:14+00:00,2019-10-25 12:58:27+00:00,"The loaded mod cannot be deleted. Specifically, after clicking the delete, you are prompted to delete successfully, but when you return to the main interface, you enter the module and find that the mod still exists.",['unlabeled']
873,closed,Jiawens,2019-10-25 10:51:54+00:00,2019-10-27 19:24:07+00:00,A bug about modding,['unlabeled']
871,closed,Fauli1221,2019-10-25 05:44:52+00:00,2019-10-25 16:58:11+00:00,Error message appears when importing mod from github,['unlabeled']
869,closed,DarkestSeconds,2019-10-25 00:20:27+00:00,2019-10-25 00:27:18+00:00,Connection Closed,['unlabeled']
868,closed,xtophyr,2019-10-24 20:29:13+00:00,2019-10-24 20:30:31+00:00,Crash at launch with offline mode in Steam,['unlabeled']
860,closed,TheMeltdown201,2019-10-22 15:39:08+00:00,2019-10-22 15:41:14+00:00,#545 problem,['unlabeled']
859,closed,SimonWoodburyForget,2019-10-22 15:31:45+00:00,2019-10-22 22:45:18+00:00,"Adding modded units to a map and removing/renaming units, throwns an exception from map editor.",['unlabeled']
851,closed,Arkanic,2019-10-21 19:14:50+00:00,2019-10-24 00:41:52+00:00,what,['unlabeled']
846,closed,willis936,2019-10-20 19:36:29+00:00,2019-10-25 21:20:26+00:00,Export data crash,['unlabeled']
843,closed,hardliner66,2019-10-20 15:25:26+00:00,2019-10-20 15:30:43+00:00,"German help text for impact reactor is too big, widget resize is broken.",['unlabeled']
842,closed,Arkanic,2019-10-19 19:29:53+00:00,2019-10-19 19:42:46+00:00,Does the repo need this?,['unlabeled']
841,closed,pozibrothers,2019-10-19 14:31:29+00:00,2019-10-20 13:46:44+00:00,Tutorial language not changing after selecting another,['unlabeled']
839,closed,ThatOneBepis,2019-10-19 10:00:00+00:00,2019-10-20 13:48:51+00:00,Modded building research,['unlabeled']
836,closed,TheMeltdown201,2019-10-18 12:30:37+00:00,2019-10-18 12:54:22+00:00,#545 Feature Idea,['unlabeled']
835,closed,TheMeltdown201,2019-10-18 12:07:23+00:00,2019-10-18 12:19:32+00:00,Can i moddify the Mindustry-Master directory when downloaded,['unlabeled']
834,closed,TheMeltdown201,2019-10-18 11:38:57+00:00,2019-10-18 12:01:11+00:00,Modding Issue,['unlabeled']
826,closed,ftvkyo,2019-10-13 21:41:36+00:00,2019-10-18 20:29:11+00:00,Controls: can't use alphabetic keys.,['unlabeled']
821,closed,Gasaraki,2019-10-13 00:53:05+00:00,2019-10-13 01:48:52+00:00,4.0 Build 96 - mass driver bug. lost items,['unlabeled']
820,closed,inxanedev,2019-10-12 19:16:45+00:00,2019-10-12 19:28:08+00:00,Building from source code (v96) not working because of discord dependency,['unlabeled']
819,closed,inxanedev,2019-10-12 18:38:39+00:00,2019-10-12 18:55:22+00:00,"""allow-custom-clients"" not working?",['unlabeled']
817,closed,idodoroz4,2019-10-12 08:55:50+00:00,2019-10-12 15:03:44+00:00,The option to lunch resources from core during the game,['unlabeled']
815,closed,LionelBergen,2019-10-12 03:25:46+00:00,2019-10-12 03:32:36+00:00,"'jitpack' might be down, or the dependency no longer exists. Maybe try a different version.",['unlabeled']
813,closed,DE3000,2019-10-11 09:26:42+00:00,2019-11-16 05:21:34+00:00,End User License Agreement,['unlabeled']
809,closed,Anuken,2019-10-10 20:23:30+00:00,2019-12-05 00:02:53+00:00,Modding Guide,['help wanted']
807,closed,TsarF,2019-10-10 05:53:06+00:00,2019-10-11 00:24:59+00:00,"Compilation error, possibly outdated modding guide",['unlabeled']
806,closed,FatalThrust,2019-10-09 23:50:18+00:00,2019-10-10 01:34:08+00:00,ContentParser Conflicts with IllegalAccessException for some types of blocks,['unlabeled']
805,closed,Anuken,2019-10-09 22:10:28+00:00,2020-02-18 17:47:48+00:00,Better Team Indication,['help wanted']
804,closed,Anuken,2019-10-09 22:09:28+00:00,2019-12-12 21:28:06+00:00,Conservative Generators,['help wanted']
803,closed,Anuken,2019-10-09 22:07:00+00:00,2019-12-04 23:55:49+00:00,Display 'Last Played With' on Steam,['help wanted']
802,closed,Anuken,2019-10-09 21:11:09+00:00,2020-04-10 23:37:00+00:00,Full ChromeOS Support,['help wanted']
794,closed,runiArnsbjornson,2019-10-07 14:26:47+00:00,2019-10-07 14:55:07+00:00,localization mistakes in french (on steam),['unlabeled']
790,closed,FatalThrust,2019-10-07 02:57:29+00:00,2019-10-07 03:01:52+00:00,(In Code) w/ Github <Critical for Modding for new users>,['unlabeled']
789,closed,Veraghin,2019-10-06 23:51:40+00:00,2019-10-06 23:52:08+00:00,Mining resources close to the core in PvP doesn't work as intended,['unlabeled']
788,closed,FatalThrust,2019-10-06 23:09:28+00:00,2019-10-06 23:12:29+00:00,Latest Version Mod Issue,['unlabeled']
784,closed,1RedOne,2019-10-06 13:57:51+00:00,2019-10-08 23:12:36+00:00,"Show enemy HP on mouse hover, good idea? ",['unlabeled']
776,closed,Prezombie,2019-10-04 23:58:32+00:00,2020-01-20 19:28:23+00:00,Overflow conveyors sometimes divert resources on a fully compressed but moving belt,['unlabeled']
775,closed,Damgam,2019-10-04 19:49:04+00:00,2019-10-05 00:00:08+00:00,Game doesn't close properly,['unlabeled']
773,closed,mActUx06,2019-10-04 16:15:16+00:00,2019-10-04 17:05:44+00:00,Bridges/Land Fill on Liquid Blocks,['unlabeled']
772,closed,codiophile,2019-10-04 00:40:31+00:00,2020-02-18 17:34:24+00:00,Feedback and questions,['unlabeled']
766,closed,bloool,2019-10-03 01:25:42+00:00,2019-10-03 01:37:44+00:00,I can't enter the game.,['unlabeled']
762,closed,abaines,2019-10-02 13:43:39+00:00,2019-10-02 16:47:42+00:00,Multiplayer client does not receive Campaign Zone Requirement credit,['unlabeled']
761,closed,ThatOneBepis,2019-10-02 11:58:21+00:00,2019-10-02 13:54:49+00:00,README for mod folder,['unlabeled']
760,closed,ShadowsInRain,2019-10-02 02:15:58+00:00,2019-10-02 02:27:32+00:00,Sorter build between junctions clogs randomly,['unlabeled']
757,closed,Lao-Hua-Ji,2019-10-01 13:55:15+00:00,2019-10-11 22:10:04+00:00,Some questions about politics,['unlabeled']
