number,state,contributor,created_at,closed_at,title,labels,resolution_time
1414,closed,Fodicon,2020-01-21 15:56:44+00:00,2020-01-21 20:52:36+00:00,"when i try to load the mod, it keeps crashing. i end up having to uninstall and reinstall the game (don't worry, i backed up my saves)",['unlabeled'],4.931111111111111
1411,closed,USMP-lancer,2020-01-21 15:34:57+00:00,2020-01-23 19:36:12+00:00,sometime when deconstructing multiple blocks the game breaks,['unlabeled'],52.020833333333336
1409,closed,Hypoon,2020-01-21 15:24:06+00:00,2020-01-21 15:30:38+00:00,"""underflow"" gate name",['unlabeled'],0.10888888888888888
1405,closed,MEEPofFaith,2020-01-20 20:16:33+00:00,2020-01-24 03:15:25+00:00,mech pad malfunction,['unlabeled'],78.9811111111111
1404,closed,deltanedas,2020-01-20 19:07:17+00:00,2020-01-20 19:13:29+00:00,scorch marks do not always draw if mostly offscreen,['unlabeled'],0.10333333333333333
1403,closed,Kieaer,2020-01-20 12:45:05+00:00,2020-01-20 19:10:16+00:00,generate map preview error (include #1400),['unlabeled'],6.419722222222222
1402,closed,0x0737,2020-01-20 10:05:31+00:00,2020-01-20 19:13:28+00:00,decrease long press duration to 0.3f on mobile,['unlabeled'],9.1325
1401,closed,Famous5000,2020-01-20 09:55:16+00:00,2020-01-20 19:32:12+00:00,weird core storage glitchiness,['unlabeled'],9.615555555555556
1400,closed,Kieaer,2020-01-19 22:05:32+00:00,2020-07-28 01:07:37+00:00,map file broken when playing multiplayer editor,['unlabeled'],4563.034722222223
1397,closed,Quezler,2020-01-19 18:49:01+00:00,2020-01-19 19:56:20+00:00,java.lang.illegalargumentexception: not a valid name:,['unlabeled'],1.1219444444444444
1395,closed,xzarfs,2020-01-17 15:27:24+00:00,2020-01-18 03:40:38+00:00,crash when trying to edit a custom map,['unlabeled'],12.220555555555556
1394,closed,itrynoxl,2020-01-17 10:42:29+00:00,2020-02-18 16:33:21+00:00,modded items recognition error,['unlabeled'],773.8477777777778
1393,closed,fgaz,2020-01-17 09:18:57+00:00,2020-09-16 13:44:11+00:00,crash on wayland,['unlabeled'],5836.420555555555
1391,closed,sk7725,2020-01-16 09:51:19+00:00,2020-01-16 14:18:35+00:00,meltdown laser mechs not firing in mobile controls,['unlabeled'],4.454444444444444
1389,closed,TotalFoc,2020-01-15 20:54:49+00:00,2020-01-15 21:16:03+00:00,"free boost mender, bug",['unlabeled'],0.35388888888888886
1388,closed,morsk,2020-01-15 17:51:31+00:00,2020-01-15 19:01:41+00:00,drill displays too much liquidboostintensity,['unlabeled'],1.1694444444444445
1387,closed,RogelioAyus,2020-01-15 15:47:59+00:00,2020-01-15 16:29:43+00:00,annoying unplayable game when lock landscape after you landscape the game,['unlabeled'],0.6955555555555556
1386,closed,MEEPofFaith,2020-01-15 04:52:00+00:00,2020-01-18 03:36:06+00:00,custom sounds (and normal sounds) not playing,['unlabeled'],70.735
1378,closed,octo-kumo,2020-01-14 11:20:56+00:00,2020-01-14 14:15:48+00:00,java/mac version crush on start (build 102),['unlabeled'],2.9144444444444444
1374,closed,Zzombiee2361,2020-01-13 15:06:37+00:00,2020-01-13 21:15:06+00:00,middle mouse is not detected,['unlabeled'],6.141388888888889
1373,closed,imTheSupremeOne,2020-01-13 13:44:10+00:00,2020-01-13 13:58:27+00:00,i killed enemy core and game hasn't finished,['unlabeled'],0.23805555555555555
1372,closed,CaribbeanMax,2020-01-13 12:07:46+00:00,2020-01-13 13:32:42+00:00,ai targeting,['unlabeled'],1.4155555555555555
1371,closed,linglan512572354,2020-01-13 09:27:31+00:00,2020-01-13 12:38:02+00:00,players are assigned to red team without core.,['unlabeled'],3.1752777777777776
1369,closed,admin-ll55,2020-01-13 08:20:25+00:00,2020-01-13 12:39:31+00:00,hdmi audio output isn't restored after switching between kvm,['unlabeled'],4.318333333333333
1367,closed,ImBadAtMakingNames,2020-01-13 06:54:06+00:00,2020-01-13 12:38:23+00:00,ez win on fungal pass,['unlabeled'],5.7380555555555555
1366,closed,BasedUser,2020-01-13 04:55:03+00:00,2020-01-13 12:44:22+00:00,turret orientations are desynchronized from the server,['unlabeled'],7.821944444444444
1364,closed,PetrGasparik,2020-01-12 21:33:01+00:00,2020-01-13 01:21:57+00:00,save and exit button does not wrap text,['unlabeled'],3.8155555555555556
1362,closed,Joyte,2020-01-12 15:05:46+00:00,2020-01-12 16:12:32+00:00,[android a50] screen glitch makes game unplayable,['unlabeled'],1.1127777777777779
1361,closed,FLuuuuFYNES,2020-01-12 09:16:34+00:00,2020-01-12 16:23:06+00:00,speeeeeeeeen glaive,['unlabeled'],7.108888888888889
1360,closed,mse-k,2020-01-11 22:00:52+00:00,2020-01-11 22:11:56+00:00,coduits lingering texture,['unlabeled'],0.18444444444444444
1358,closed,Kieaer,2020-01-11 15:34:11+00:00,2020-01-11 17:57:25+00:00,/help command result can see all players in lan/steam server,['unlabeled'],2.3872222222222224
1357,closed,mse-k,2020-01-11 13:46:15+00:00,2020-01-11 14:36:21+00:00,be testing server,['unlabeled'],0.835
1355,closed,imTheSupremeOne,2020-01-11 12:18:22+00:00,2020-01-11 17:50:11+00:00,blue and purple belts speed is actually 10 instead of 12,['unlabeled'],5.530277777777778
1349,closed,rickastlee,2020-01-10 16:26:14+00:00,2020-01-10 18:23:34+00:00,problem with scatters,['unlabeled'],1.9555555555555555
1348,closed,xzarfs,2020-01-10 16:14:12+00:00,2020-01-21 04:00:05+00:00,tech tree cluttered when using mods.,['unlabeled'],251.76472222222222
1342,closed,matkoniecz,2020-01-08 18:25:08+00:00,2020-01-08 22:40:42+00:00,technologies are incomprehensibly cheap (phantom drones - lead part of price requires only 420 of it),['unlabeled'],4.259444444444444
1340,closed,metamuffin,2020-01-08 17:43:06+00:00,2020-01-12 16:19:29+00:00,scolling in a menu causes map zooming,['unlabeled'],94.60638888888889
1336,closed,wasikuss,2020-01-08 13:04:57+00:00,2020-03-28 03:20:38+00:00,broken placing buildings by drag'n'drop,['unlabeled'],1910.2613888888889
1332,closed,CaptainCosmotic,2020-01-06 20:44:25+00:00,2020-01-06 21:10:24+00:00,ressource display blocks building stuff,['unlabeled'],0.4330555555555556
1328,closed,dkyleward,2020-01-05 22:58:03+00:00,2020-01-06 00:11:23+00:00,no scrap in custom games,['unlabeled'],1.2222222222222223
1325,closed,DannyBoyNg,2020-01-05 14:10:18+00:00,2020-01-05 15:30:04+00:00,destroy enemy core at fungal pass,['unlabeled'],1.3294444444444444
1322,closed,Kaesemuffin,2020-01-04 22:31:11+00:00,2020-01-04 22:41:22+00:00,multiplayer desync issue with manually pickups from conveyer belt,['unlabeled'],0.16972222222222222
1321,closed,Lau996,2020-01-04 21:41:39+00:00,2020-01-04 22:21:53+00:00,the game always crashes after a few minutes to desktop.,['unlabeled'],0.6705555555555556
1320,closed,famo,2020-01-04 20:05:29+00:00,2020-01-26 21:45:02+00:00,pvp: new players are assigned to defeated team,['unlabeled'],529.6591666666667
1319,closed,famo,2020-01-04 17:07:07+00:00,2020-01-04 17:10:25+00:00,schematics alphabetical ordering doesn't work in-game,['unlabeled'],0.055
1318,closed,famo,2020-01-04 16:46:28+00:00,2020-01-04 17:12:58+00:00,clicking workshop from main menu doesn't do anything,['unlabeled'],0.44166666666666665
1317,closed,famo,2020-01-04 16:39:05+00:00,2020-01-04 17:14:34+00:00,conveyors & conduits do not indicate material flow properly at starting bridges,['unlabeled'],0.5913888888888889
1310,closed,misterperson,2020-01-03 05:46:22+00:00,2020-01-03 14:54:24+00:00,audio clicking when too many sounds are playing,['unlabeled'],9.133888888888889
1308,closed,Anuken,2020-01-03 03:31:19+00:00,2020-01-28 20:33:19+00:00,f-droid build fails,['unlabeled'],617.0333333333333
1304,closed,Slava0135,2020-01-01 16:54:15+00:00,2020-01-01 17:16:33+00:00,scripted blocks are missing theirs descriptions and names,['unlabeled'],0.37166666666666665
1292,closed,mattpatt59,2019-12-31 12:36:14+00:00,2019-12-31 15:20:08+00:00, campaign fungal pass: destroy all ennemy dosn't work ,['unlabeled'],2.7316666666666665
1291,closed,vgaming,2019-12-31 12:23:44+00:00,2019-12-31 15:22:17+00:00,please upgrade gradle to 6.0.1,['unlabeled'],2.9758333333333336
1289,closed,GioIacca9,2019-12-31 09:56:57+00:00,2019-12-31 15:30:09+00:00,"""reset"" button too short",['unlabeled'],5.553333333333334
1287,closed,dkyleward,2019-12-31 00:29:16+00:00,2019-12-31 00:57:07+00:00,three sorter blocks cause jam,['unlabeled'],0.46416666666666667
1278,closed,misterperson,2019-12-30 06:43:17+00:00,2019-12-30 14:53:26+00:00,moire-like patterns in editor mode,['unlabeled'],8.169166666666667
1276,closed,linkmauve,2019-12-29 23:13:45+00:00,2019-12-29 23:39:51+00:00,add an option to build the android ui/ux also on linux,['unlabeled'],0.435
1274,closed,bcmpinc,2019-12-29 21:35:36+00:00,2019-12-29 21:50:09+00:00,"can't zoom while holding a belt, even though the rotate control has been remapped.",['unlabeled'],0.2425
1272,closed,Slava0135,2019-12-29 13:59:05+00:00,2019-12-29 17:24:56+00:00,"access to java class ""io.anuke.arc.util.interval"" is prohibited",['unlabeled'],3.430833333333333
1269,closed,laurentopia,2019-12-29 05:17:40+00:00,2019-12-29 05:48:46+00:00,how about that as a design?,['unlabeled'],0.5183333333333333
1268,closed,eyehol3,2019-12-29 00:24:30+00:00,2019-12-29 01:10:00+00:00,unable to launch mindustry on macos catalina,['unlabeled'],0.7583333333333333
1266,closed,famo,2019-12-28 16:15:17+00:00,2019-12-28 21:30:50+00:00,water extractor doesn't indicate boost effect.,['unlabeled'],5.259166666666666
1264,closed,famo,2019-12-28 15:53:53+00:00,2019-12-28 16:19:36+00:00,text in message block isn't restored in schematics ,['unlabeled'],0.4286111111111111
1259,closed,grimsoul7,2019-12-26 20:08:21+00:00,2019-12-26 20:20:35+00:00,new units command ,['unlabeled'],0.2038888888888889
1254,closed,sulai,2019-12-24 14:20:20+00:00,2019-12-24 14:46:32+00:00,"can't research mechanic pump in ""the craters""",['unlabeled'],0.43666666666666665
1251,closed,kerong08ng,2019-12-23 04:14:50+00:00,2019-12-23 04:16:38+00:00,a locally imported mod missing after restarting application,['unlabeled'],0.03
1247,closed,jgonyea,2019-12-21 15:27:17+00:00,2019-12-21 15:29:10+00:00,map names with spaces can't be hosted,['unlabeled'],0.03138888888888889
1238,closed,anar4732,2019-12-20 10:51:42+00:00,2019-12-20 15:57:44+00:00,icbm system?,['unlabeled'],5.100555555555555
1237,closed,moonheart08,2019-12-20 03:53:44+00:00,2019-12-23 03:05:07+00:00,turning off socketinput does not stop listening to socketinput port.,['unlabeled'],71.18972222222222
1233,closed,Angular-Angel,2019-12-19 14:15:02+00:00,2019-12-19 14:19:17+00:00,modded walls do not stop bullets or enemy pathing,['unlabeled'],0.07083333333333333
1231,closed,codiophile,2019-12-18 23:10:15+00:00,2019-12-22 22:57:35+00:00,tau mech doesn't fire repair laser,['unlabeled'],95.78888888888889
1230,closed,Cooky-12,2019-12-18 17:01:31+00:00,2019-12-18 17:04:45+00:00,blacklist support on steam,['unlabeled'],0.05388888888888889
1224,closed,jgonyea,2019-12-17 18:32:52+00:00,2019-12-17 18:36:23+00:00,dedicated multiplayer bug,['unlabeled'],0.058611111111111114
1223,closed,codiophile,2019-12-17 17:36:59+00:00,2019-12-19 01:06:49+00:00,conveyor belt corners don't stop animating when the items stop moving,['unlabeled'],31.497222222222224
1219,closed,schumannd,2019-12-16 15:25:24+00:00,2019-12-16 15:36:31+00:00,"mindustry requests ""input monitoring"" but works even if it is denied.",['unlabeled'],0.1852777777777778
1215,closed,HawkMock,2019-12-15 06:20:16+00:00,2019-12-15 21:29:16+00:00,issues with naming of floor blocks (in modding),['unlabeled'],15.15
1214,closed,WilsontheWolf,2019-12-14 21:07:33+00:00,2019-12-14 21:09:12+00:00,large health items have improper health detection,['unlabeled'],0.0275
1213,closed,Katsute,2019-12-14 17:37:06+00:00,2019-12-14 17:54:12+00:00,colored name exploit in server list,['unlabeled'],0.285
1212,closed,Vortetty,2019-12-13 23:41:38+00:00,2019-12-13 23:51:59+00:00,changing mod name changes mod registry name,['unlabeled'],0.1725
1203,closed,TsjipTsjip,2019-12-12 18:24:39+00:00,2019-12-12 19:42:34+00:00,launched items in launchpad issue,['unlabeled'],1.2986111111111112
1200,closed,buggif,2019-12-11 23:49:42+00:00,2019-12-11 23:51:16+00:00,bug light,['unlabeled'],0.026111111111111113
1198,closed,CaptainCosmotic,2019-12-11 17:06:41+00:00,2019-12-11 20:13:53+00:00,unloaders out of schematics have the wrong type sometimes,['unlabeled'],3.12
1188,closed,1vCiIJuykCcqeqf3RYcN,2019-12-10 10:19:33+00:00,2019-12-10 14:27:13+00:00,previous error report of s1182,['unlabeled'],4.127777777777778
1186,closed,ZacBytes,2019-12-09 06:53:13+00:00,2019-12-09 14:45:43+00:00,unable to import schematics,['unlabeled'],7.875
1185,closed,SabreRunner,2019-12-09 04:25:12+00:00,2019-12-09 14:59:40+00:00,can't start map because of blocked loadout,['unlabeled'],10.574444444444444
1184,closed,mkaatman,2019-12-09 02:10:49+00:00,2019-12-09 02:29:08+00:00,npe at startup when steam is in offline mode,['unlabeled'],0.30527777777777776
1182,closed,1vCiIJuykCcqeqf3RYcN,2019-12-08 09:03:04+00:00,2019-12-08 14:57:24+00:00,software crash（by google translation ）,['unlabeled'],5.905555555555556
1179,closed,TsjipTsjip,2019-12-07 13:50:04+00:00,2019-12-07 15:17:47+00:00,game crash due to missing locale keys.,['unlabeled'],1.4619444444444445
1178,closed,chtenb,2019-12-07 09:47:13+00:00,2019-12-07 15:15:08+00:00,overflow gates not working properly when places after each other,['unlabeled'],5.465277777777778
1177,closed,torwesterlund,2019-12-07 08:40:59+00:00,2019-12-07 15:15:57+00:00,power network not recalculating when a node is removed,['unlabeled'],6.582777777777777
1176,closed,torwesterlund,2019-12-07 08:29:05+00:00,2019-12-08 15:09:35+00:00,large power nodes not connecting when clicking and dragging,['unlabeled'],30.675
1174,closed,Arkanic,2019-12-06 19:53:12+00:00,2019-12-06 19:57:02+00:00,might wanna remove html5 from the tags list for the repo,['unlabeled'],0.06388888888888888
1173,closed,TechnologyClassroom,2019-12-06 16:45:55+00:00,2019-12-06 17:46:22+00:00,player layer is underneath structures queued to be built,['unlabeled'],1.0075
1170,closed,ZacBytes,2019-12-06 10:51:24+00:00,2019-12-06 13:06:01+00:00,server autorestart,['unlabeled'],2.243611111111111
1169,closed,ZacBytes,2019-12-06 09:27:59+00:00,2020-02-18 17:33:15+00:00,unable to export schematic,['unlabeled'],1784.0877777777778
1168,closed,Minecrafter69,2019-12-06 06:02:31+00:00,2019-12-06 13:07:51+00:00,unable to export data,['unlabeled'],7.088888888888889
1160,closed,owenboe,2019-12-05 00:27:39+00:00,2019-12-05 00:51:58+00:00,another thing i found is that when i downloaded a mod i liked it said reload required. what does that mean?,['unlabeled'],0.4052777777777778
1159,closed,owenboe,2019-12-04 21:21:35+00:00,2019-12-04 21:27:09+00:00,there's only one mod. could you please tell me a new industry mod that i can type in to the github mods? thanks.,['unlabeled'],0.09277777777777778
1157,closed,fgaz,2019-12-04 09:36:31+00:00,2019-12-04 13:09:45+00:00,nullpointerexception at itembridge.acceptliquid,['unlabeled'],3.553888888888889
1155,closed,ebess,2019-12-03 15:01:41+00:00,2019-12-07 16:09:00+00:00,sending commands via socket,['unlabeled'],97.12194444444444
1154,closed,genii11,2019-12-03 09:41:52+00:00,2019-12-03 14:54:55+00:00,mindustry,['unlabeled'],5.2175
1153,closed,pyronie,2019-12-03 00:25:55+00:00,2019-12-03 00:38:38+00:00,map lighting crash,['unlabeled'],0.21194444444444444
1152,closed,icosamuel,2019-12-02 20:46:02+00:00,2019-12-02 21:37:53+00:00,sync issues in multiplayer,['unlabeled'],0.8641666666666666
1151,closed,DarkEyeDragon,2019-12-02 19:51:58+00:00,2019-12-02 21:36:21+00:00,wrong displayed keys for azerty keyboard,['unlabeled'],1.7397222222222222
1148,closed,deltanedas,2019-12-01 14:22:44+00:00,2019-12-01 15:35:15+00:00,stack overflow when loading save or creating map,['unlabeled'],1.208611111111111
1147,closed,DarkEyeDragon,2019-12-01 01:07:55+00:00,2019-12-01 01:44:17+00:00,playback device doesn't automatically switch (windows),['unlabeled'],0.6061111111111112
1143,closed,Deliphin,2019-11-29 16:45:02+00:00,2019-11-29 16:56:18+00:00,liquid and item bridges/phase conveyors can't output in a direction they are taking input from,['unlabeled'],0.18777777777777777
1138,closed,willis936,2019-11-27 19:22:06+00:00,2020-02-18 17:40:44+00:00,multitasking issue,['unlabeled'],1990.3105555555555
1135,closed,NickLalo,2019-11-27 02:30:44+00:00,2019-11-27 02:47:24+00:00,player character bullet velocity issue,['unlabeled'],0.2777777777777778
1134,closed,luketheduke492,2019-11-26 13:50:36+00:00,2019-11-26 14:13:50+00:00,server sync build cancels,['unlabeled'],0.38722222222222225
1130,closed,ValeriyRa,2019-11-25 10:39:24+00:00,2019-11-25 16:49:24+00:00,platform : windows 7,['unlabeled'],6.166666666666667
1123,closed,tsal,2019-11-24 01:57:18+00:00,2019-11-24 02:27:29+00:00,failed to initialize steam services (zero-byte libsteam_api.dylib),['unlabeled'],0.5030555555555556
1121,closed,Dolphin2Point1,2019-11-24 00:16:03+00:00,2019-12-10 14:40:43+00:00,server sync issue,['unlabeled'],398.4111111111111
1120,closed,MrTomek,2019-11-24 00:10:04+00:00,2019-11-24 00:21:36+00:00,new function - 'unloader' -   multi filter (edit),['unlabeled'],0.1922222222222222
1117,closed,CatSword,2019-11-22 22:02:44+00:00,2019-11-22 22:06:24+00:00,mod crash,['unlabeled'],0.06111111111111111
1115,closed,Fauli1221,2019-11-22 14:42:41+00:00,2019-11-22 14:56:14+00:00,crash on start,['unlabeled'],0.22583333333333333
1111,closed,giorgio-paoloni,2019-11-22 00:00:47+00:00,2019-11-22 01:53:17+00:00,ios app,['unlabeled'],1.875
1110,closed,frm5993,2019-11-21 18:49:00+00:00,2019-11-21 20:48:29+00:00,graphite press regurgitating back into routers and distributers,['unlabeled'],1.9913888888888889
1107,closed,Vortetty,2019-11-21 04:51:38+00:00,2019-11-23 00:16:51+00:00,overlapping of items in tech tree,['unlabeled'],43.42027777777778
1106,closed,Arkanic,2019-11-20 21:52:37+00:00,2019-11-26 07:27:03+00:00,it has been done,['unlabeled'],129.5738888888889
1101,closed,gabrielbr1802gcc,2019-11-20 04:03:37+00:00,2019-11-20 04:06:24+00:00,mod doesn't work,['unlabeled'],0.04638888888888889
1100,closed,vgaming,2019-11-19 20:55:06+00:00,2019-11-19 22:32:19+00:00,server v99 died with exception,['unlabeled'],1.6202777777777777
1098,closed,donaldr3,2019-11-19 16:00:16+00:00,2019-11-19 16:02:52+00:00,missing license notices,['unlabeled'],0.043333333333333335
1089,closed,LinuxLust,2019-11-19 04:54:49+00:00,2019-11-19 17:26:40+00:00,phantom drones and bridges,['unlabeled'],12.530833333333334
1083,closed,yfdyh000,2019-11-18 11:43:08+00:00,2019-11-18 13:29:23+00:00,inconsistent esc key behavior for esc - settings menus,['unlabeled'],1.7708333333333333
1082,closed,yfdyh000,2019-11-18 10:56:35+00:00,2019-11-18 12:33:33+00:00,[compatibility] game jar won't start without mindustry.exe package in older device (opengl 1.1),['unlabeled'],1.616111111111111
1079,closed,UltraSpeci,2019-11-17 09:39:35+00:00,2019-11-18 13:29:28+00:00,server crasher,['unlabeled'],27.83138888888889
1077,closed,MageDelfador,2019-11-16 18:18:54+00:00,2019-11-16 21:54:55+00:00,"water extractor,cultivator,and oil extractor efficiency value wrong when put them on water partly",['unlabeled'],3.600277777777778
1075,closed,Quezler,2019-11-16 11:17:09+00:00,2019-11-16 14:34:39+00:00,issue with modifying call,['unlabeled'],3.2916666666666665
1074,closed,smarek,2019-11-16 07:17:38+00:00,2019-11-17 04:49:26+00:00,nullpointerexception buildertrait.shouldskip,['unlabeled'],21.53
1062,closed,CaptainCosmotic,2019-11-14 21:08:46+00:00,2019-11-14 21:30:30+00:00,sound issues crackling sound/ 5.1 sound mainly out of rear speakers,['unlabeled'],0.3622222222222222
1055,closed,idk-idk-idkfhdhfhfh,2019-11-13 17:51:58+00:00,2020-02-18 17:35:54+00:00,import of mod doesn't work,['unlabeled'],2327.7322222222224
1047,closed,ghost,2019-11-12 03:28:45+00:00,2019-11-12 04:27:30+00:00,how to connect different schematics into one big?,['unlabeled'],0.9791666666666666
1046,closed,willis936,2019-11-12 01:07:39+00:00,2019-11-12 01:08:30+00:00,cultivator pipe graphics issue,['unlabeled'],0.014166666666666666
1045,closed,willis936,2019-11-12 01:03:56+00:00,2019-11-12 01:04:28+00:00,conveyor junction corner case,['unlabeled'],0.008888888888888889
1043,closed,mayli,2019-11-11 20:22:40+00:00,2020-02-18 17:44:41+00:00,proper ime (input method editor) support,['help wanted'],2373.3669444444445
1039,closed,filippog,2019-11-11 18:13:22+00:00,2019-11-12 04:35:34+00:00,create subdirectories in releases zip files,['unlabeled'],10.37
1038,closed,codiophile,2019-11-11 15:16:07+00:00,2020-04-10 23:18:05+00:00,meltdown doesn't fire its laser,['unlabeled'],3632.032777777778
1036,closed,Quezler,2019-11-11 10:23:22+00:00,2019-11-11 15:41:11+00:00,"warn if any core is under attack, the issue",['unlabeled'],5.296944444444445
1035,closed,mayli,2019-11-11 05:25:00+00:00,2019-11-11 15:42:06+00:00,"steam workshow, map is getting mislabeled",['unlabeled'],10.285
1034,closed,EL-ITIAGO,2019-11-10 21:57:19+00:00,2019-11-10 21:59:48+00:00,play option in main menu obscured by logo in default small window resolution,['unlabeled'],0.04138888888888889
1032,closed,Astralchroma,2019-11-10 21:12:35+00:00,2019-11-10 21:28:10+00:00,survival server loads pvp map.,['unlabeled'],0.25972222222222224
1031,closed,willis936,2019-11-10 20:27:26+00:00,2019-11-10 20:36:22+00:00,liquid junctions not working properly,['unlabeled'],0.14888888888888888
1028,closed,AtomicStryker,2019-11-10 15:05:04+00:00,2019-11-10 15:14:57+00:00,stormtrooper aim implementation: cannot hit immobile 1x1 target,['unlabeled'],0.16472222222222221
1027,closed,joshuaptfan,2019-11-10 10:00:02+00:00,2019-11-10 15:05:07+00:00,unnamed/unmapped keys,['unlabeled'],5.084722222222222
1021,closed,dbnaruto,2019-11-09 00:54:59+00:00,2019-11-09 02:11:32+00:00,importing github mod on steam version,['unlabeled'],1.2758333333333334
1020,closed,theFox6,2019-11-08 15:48:36+00:00,2019-11-08 15:58:26+00:00,failure while building,['unlabeled'],0.1638888888888889
1015,closed,TheMeltdown201,2019-11-07 17:26:19+00:00,2019-11-07 17:35:12+00:00,schématics uses in campaign ,['unlabeled'],0.14805555555555555
1014,closed,Goto-Namj,2019-11-07 12:00:31+00:00,2019-11-07 14:17:08+00:00,[bug] about blueprint,['unlabeled'],2.2769444444444447
1008,closed,GoodLucky777,2019-11-06 06:51:41+00:00,2019-12-08 14:56:03+00:00,drones issue,['unlabeled'],776.0727777777778
1005,closed,gabrielbr1802gcc,2019-11-05 19:33:42+00:00,2019-11-05 21:07:46+00:00,i can't delete any mod,['unlabeled'],1.5677777777777777
1001,closed,Quezler,2019-11-05 14:51:06+00:00,2019-11-08 00:00:58+00:00,force projector power usage question,['unlabeled'],57.16444444444444
1000,closed,BasedUser,2019-11-05 14:07:11+00:00,2019-12-19 18:41:08+00:00,snek,['unlabeled'],1060.5658333333333
996,closed,brettfazio,2019-11-05 02:56:35+00:00,2019-11-05 03:04:48+00:00,discrepancies across mac and windows clients when playing on server,['unlabeled'],0.13694444444444445
992,closed,Xusk947,2019-11-04 05:57:50+00:00,2019-11-04 13:02:27+00:00,mod not deleted,['unlabeled'],7.076944444444444
990,closed,willis936,2019-11-04 02:55:47+00:00,2019-11-08 01:17:09+00:00,campaign save issue on mobile,['unlabeled'],94.3561111111111
989,closed,simodark98,2019-11-03 21:44:05+00:00,2019-11-03 22:10:56+00:00,the tree of reserarch is unpossible to use,['unlabeled'],0.4475
987,closed,leonardoBRASILERO,2019-11-03 14:57:53+00:00,2019-11-03 15:07:42+00:00,i downloaded the mod better blocks more when i enter a server says i don't have the mod my mindustry is updated mi build is 99.6,['unlabeled'],0.16361111111111112
986,closed,willis936,2019-11-03 11:19:32+00:00,2019-11-03 13:37:40+00:00,feathub certificate invalid,['unlabeled'],2.3022222222222224
985,closed,MageDelfador,2019-11-03 10:02:38+00:00,2019-11-03 13:37:06+00:00,inverted sorter can be used to make all in one conveyor,['unlabeled'],3.5744444444444445
984,closed,General-1,2019-11-03 09:16:08+00:00,2019-11-03 13:38:10+00:00,how do i make a mod în mindustry i want to know how,['unlabeled'],4.367222222222222
978,closed,12358abc,2019-11-02 09:30:14+00:00,2019-11-02 09:49:32+00:00,simplified chinese translation update,['unlabeled'],0.32166666666666666
977,closed,12358abc,2019-11-02 08:25:13+00:00,2019-11-02 09:24:54+00:00,simplified chinese translation update,['unlabeled'],0.9947222222222222
976,closed,joshuaptfan,2019-11-02 06:30:01+00:00,2019-11-02 13:22:49+00:00,number key bindings do not work properly,['unlabeled'],6.88
975,closed,Br647,2019-11-02 02:55:41+00:00,2019-11-02 03:00:08+00:00,mods???? fix this please.,['unlabeled'],0.07416666666666667
971,closed,Quezler,2019-11-01 14:54:42+00:00,2019-11-01 16:48:47+00:00,exception when trying to update rules,['unlabeled'],1.9013888888888888
970,closed,BanSheeH2D,2019-11-01 13:44:09+00:00,2019-11-01 13:59:04+00:00,removing added mods,['unlabeled'],0.24861111111111112
968,closed,matheod,2019-11-01 09:09:48+00:00,2019-11-01 16:49:55+00:00,tutorial : tell the player he has to move at the start,['unlabeled'],7.668611111111111
966,closed,CaptainCosmotic,2019-10-31 23:12:06+00:00,2019-10-31 23:18:08+00:00,items can merge from sources onto bends in armored conveyor belts,['unlabeled'],0.10055555555555555
965,closed,Squidy-Boi,2019-10-31 20:55:22+00:00,2019-10-31 21:04:01+00:00,"modding - ""stuck"" mods",['unlabeled'],0.14416666666666667
963,closed,houxieyu,2019-10-31 10:22:01+00:00,2019-12-23 03:05:44+00:00,这个游戏代码写的太好了，可惜没有中文文档,['unlabeled'],1264.7286111111111
960,closed,alberthier,2019-10-31 00:20:49+00:00,2019-10-31 00:46:23+00:00,the ui scaling slider should be more fine grained.,['unlabeled'],0.4261111111111111
958,closed,WilhelmW,2019-10-30 22:24:31+00:00,2019-10-30 22:29:45+00:00,game crash on removing mech pad,['unlabeled'],0.08722222222222223
957,closed,WilhelmW,2019-10-30 22:17:23+00:00,2019-10-30 22:23:02+00:00,can't deselect schematic,['unlabeled'],0.09416666666666666
956,closed,Flipp3rrr,2019-10-30 21:32:52+00:00,2019-10-30 21:51:16+00:00,crash on ios during start,['unlabeled'],0.30666666666666664
953,closed,Slava0135,2019-10-30 19:03:35+00:00,2019-10-30 20:18:39+00:00,mod removing bug,['unlabeled'],1.251111111111111
952,closed,ErolKit,2019-10-30 17:42:21+00:00,2019-10-30 17:42:58+00:00,display error. ,['unlabeled'],0.010277777777777778
948,closed,edwinvautier,2019-10-30 12:00:49+00:00,2019-11-02 15:18:16+00:00,no mod.json found,['unlabeled'],75.29083333333334
944,closed,mindustry-player,2019-10-30 03:30:32+00:00,2019-10-30 03:33:09+00:00,i can't delete/remove the mods i downloaded mods,['unlabeled'],0.043611111111111114
943,closed,brandonegbert,2019-10-30 02:28:11+00:00,2019-10-30 02:33:31+00:00,[feature request] change mech 'dash' to a toggle on pc,['unlabeled'],0.08888888888888889
940,closed,Shawak,2019-10-29 18:49:51+00:00,2019-10-29 18:59:04+00:00,armored conveyers visual glitch,['unlabeled'],0.15361111111111111
938,closed,jvaler1,2019-10-29 17:49:48+00:00,2019-10-29 17:53:34+00:00,plastanium walls cannot be blueprinted.,['unlabeled'],0.06277777777777778
