number,state,created_at,merged_at,closed_at,title,time_to_merge
828,closed,2019-10-15 11:22:52+00:00,2019-10-21 23:03:15+00:00,2019-10-21 23:03:15+00:00,Fix translation error with french translation during tutorial,155.67305555555555
818,closed,2019-10-12 14:23:51+00:00,2019-10-15 03:22:34+00:00,2019-10-15 03:22:34+00:00,Update bundle_ko.properties,60.978611111111114
816,closed,2019-10-12 03:29:27+00:00,2019-10-12 04:54:49+00:00,2019-10-12 04:54:49+00:00,fixed issue,1.4227777777777777
814,closed,2019-10-12 00:01:59+00:00,2019-10-20 21:06:49+00:00,2019-10-20 21:06:49+00:00,Add username labels to map/minimap,213.08055555555555
811,closed,2019-10-11 04:33:16+00:00,2019-10-11 04:35:30+00:00,2019-10-11 04:35:30+00:00,DepositEvent first,0.03722222222222222
800,closed,2019-10-09 16:01:46+00:00,2019-10-15 22:30:58+00:00,2019-10-15 22:30:58+00:00,Update bundle_zh_CN.properties,150.48666666666668
798,closed,2019-10-09 02:48:39+00:00,2019-10-21 16:14:50+00:00,2019-10-21 16:14:50+00:00,Update bundle_zh_CN.properties,301.43638888888887
793,closed,2019-10-07 13:50:00+00:00,2019-10-15 22:21:04+00:00,2019-10-15 22:21:05+00:00,Adds Japanese menu items for Mods,200.51777777777778
792,closed,2019-10-07 11:27:26+00:00,2019-10-07 13:59:48+00:00,2019-10-07 13:59:48+00:00,Remove duplicate check for banned id,2.5394444444444444
785,closed,2019-10-06 14:22:41+00:00,2019-10-15 22:19:12+00:00,2019-10-15 22:19:12+00:00,Update bundle_eu.properties,223.94194444444443
782,closed,2019-10-06 09:58:16+00:00,2019-10-15 22:17:30+00:00,2019-10-15 22:17:30+00:00,Update bundle_de.properties,228.32055555555556
781,closed,2019-10-06 06:48:57+00:00,2019-10-06 14:34:35+00:00,2019-10-06 14:34:35+00:00,fixes readme.md links,7.760555555555555
780,closed,2019-10-05 20:45:08+00:00,2019-10-15 22:17:12+00:00,2019-10-15 22:17:12+00:00,Update bundle_pt_BR.properties,241.53444444444443
779,closed,2019-10-05 17:11:51+00:00,2019-10-05 23:26:08+00:00,2019-10-05 23:26:08+00:00,Add download links to readme,6.2380555555555555
778,closed,2019-10-05 16:17:41+00:00,2019-10-08 23:32:01+00:00,2019-10-08 23:32:01+00:00,Power Lasers Transparency,79.2388888888889
774,closed,2019-10-04 19:09:13+00:00,2019-10-15 22:15:45+00:00,2019-10-15 22:15:45+00:00,Update bundle_zh_TW.properties,267.1088888888889
771,closed,2019-10-03 22:10:08+00:00,2020-04-14 17:59:56+00:00,2020-04-14 17:59:56+00:00,[WIP]Translate steam metadata in french,4651.83
769,closed,2019-10-03 18:32:13+00:00,2019-10-15 22:15:13+00:00,2019-10-15 22:15:13+00:00,Huge updates to Turkish translations,291.71666666666664
768,closed,2019-10-03 15:56:00+00:00,2019-10-03 16:10:36+00:00,2019-10-03 16:10:36+00:00,"Fixed link to ""bleeding edge live builds.""",0.24333333333333335
767,closed,2019-10-03 15:55:55+00:00,2019-10-15 22:08:26+00:00,2019-10-15 22:08:26+00:00,Update bundle_es.properties,294.2086111111111
765,closed,2019-10-02 22:54:03+00:00,2019-10-15 22:07:53+00:00,2019-10-15 22:07:53+00:00,Update bundle_pl.properties,311.23055555555555
759,closed,2019-10-02 00:31:55+00:00,2019-10-15 22:01:36+00:00,2019-10-15 22:01:36+00:00,Create achievements.vdf,333.4947222222222
758,closed,2019-10-01 14:56:35+00:00,2019-10-01 15:55:32+00:00,2019-10-01 15:55:32+00:00,Fixed the spanish translation 'silicona' -> 'silicio'.,0.9825
753,closed,2019-10-01 02:58:26+00:00,2019-10-15 22:05:10+00:00,2019-10-15 22:05:10+00:00,Update bundle_fr.properties,355.1122222222222
752,closed,2019-09-30 19:26:51+00:00,2019-09-30 21:42:31+00:00,2019-09-30 21:42:31+00:00,small typo,2.261111111111111
744,closed,2019-09-29 05:13:33+00:00,2019-10-15 21:54:24+00:00,2019-10-15 21:54:24+00:00,Create description.txt,400.68083333333334
743,closed,2019-09-29 04:54:56+00:00,2019-10-15 21:54:09+00:00,2019-10-15 21:54:09+00:00,Create short-description.txt,400.9869444444444
740,closed,2019-09-28 10:17:16+00:00,2019-10-15 21:53:50+00:00,2019-10-15 21:53:50+00:00,Updated bundle_it.properties (Fixed a few colo(u)r-wise mistakes),419.6094444444444
737,closed,2019-09-27 23:12:30+00:00,2019-10-15 03:48:26+00:00,2019-10-15 03:48:26+00:00,Vastly improved Estonian translation bundle,412.5988888888889
736,closed,2019-09-27 22:37:05+00:00,2019-10-15 21:53:03+00:00,2019-10-15 21:53:03+00:00,Update bundle_ja.properties (Steam Translate and Update),431.2661111111111
735,closed,2019-09-27 21:51:10+00:00,2019-10-03 01:30:00+00:00,2019-10-03 01:30:00+00:00,Update bundle_pt_BR.properties,123.64722222222223
732,closed,2019-09-27 16:13:27+00:00,2019-10-21 23:04:58+00:00,2019-10-21 23:04:58+00:00,Russian localization updates,582.8586111111111
730,closed,2019-09-27 09:02:26+00:00,2019-10-15 03:46:11+00:00,2019-10-15 03:46:11+00:00,Update bundle_it.properties,426.7291666666667
729,closed,2019-09-27 08:07:35+00:00,2019-09-28 02:18:13+00:00,2019-09-28 02:18:13+00:00,Create italian short-description.txt,18.177222222222223
728,closed,2019-09-27 08:07:18+00:00,2019-09-28 02:18:20+00:00,2019-09-28 02:18:20+00:00,Create italian description.txt,18.183888888888887
727,closed,2019-09-27 08:06:54+00:00,2019-10-15 03:45:36+00:00,2019-10-15 03:45:36+00:00,Create italian achievements.vdf,427.645
725,closed,2019-09-27 04:54:17+00:00,2019-10-15 21:47:00+00:00,2019-10-15 21:47:00+00:00,Update bundle_zh_CN.properties: fix minor typo,448.8786111111111
722,closed,2019-09-26 22:58:32+00:00,2019-09-26 23:07:32+00:00,2019-09-26 23:07:32+00:00,Partial Cross Team Interaction Exploit Fix,0.15
721,closed,2019-09-26 16:47:27+00:00,2019-09-26 20:31:54+00:00,2019-09-26 20:31:54+00:00,Added Polish steam description,3.7408333333333332
718,closed,2019-09-26 12:46:25+00:00,2019-09-26 13:26:12+00:00,2019-09-26 13:26:12+00:00,Added my name,0.6630555555555555
717,closed,2019-09-26 04:34:31+00:00,2019-10-15 03:42:03+00:00,2019-10-15 03:42:03+00:00,hud: show player position,455.12555555555554
715,closed,2019-09-25 20:24:43+00:00,2019-09-29 16:53:53+00:00,2019-09-29 16:53:53+00:00,Ukrainian language,92.48611111111111
714,closed,2019-09-25 17:47:30+00:00,2019-09-25 18:56:20+00:00,2019-09-25 18:56:20+00:00,Added Polish steam translation folder,1.1472222222222221
713,closed,2019-09-25 16:56:10+00:00,2019-10-15 03:37:34+00:00,2019-10-15 03:37:34+00:00,Japanese Translations for Google Play,466.69
712,closed,2019-09-25 09:57:52+00:00,2019-09-25 16:38:55+00:00,2019-09-25 16:38:55+00:00,Update bundle_ko.properties,6.684166666666667
711,closed,2019-09-25 09:17:43+00:00,2019-09-25 16:39:05+00:00,2019-09-25 16:39:05+00:00,Russian localization updates,7.356111111111111
708,closed,2019-09-25 00:51:04+00:00,2019-09-25 16:39:16+00:00,2019-09-25 16:39:16+00:00,Update bundle_pt_BR.properties,15.803333333333333
703,closed,2019-09-23 14:25:20+00:00,2019-09-24 23:43:29+00:00,2019-09-24 23:43:29+00:00,Provide updated translations for German tutorial,33.3025
701,closed,2019-09-23 03:44:14+00:00,2019-09-24 21:34:03+00:00,2019-09-24 21:34:03+00:00,Adds templates,41.83027777777778
697,closed,2019-09-22 16:15:47+00:00,2019-09-24 23:44:27+00:00,2019-09-24 23:44:27+00:00,Update the French translation,55.477777777777774
696,closed,2019-09-22 16:10:20+00:00,2019-09-24 23:44:45+00:00,2019-09-24 23:44:45+00:00,Update Italian translations,55.57361111111111
688,closed,2019-09-21 03:18:34+00:00,2019-09-21 22:03:06+00:00,2019-09-21 22:03:06+00:00,Add ability to rotate each block in a line,18.74222222222222
687,closed,2019-09-20 17:05:29+00:00,2019-09-24 23:45:02+00:00,2019-09-24 23:45:02+00:00,Update bundle_pt_BR.properties,102.65916666666666
686,closed,2019-09-20 15:03:23+00:00,2019-09-25 00:44:41+00:00,2019-09-25 00:44:41+00:00,Better Japanese Translations,105.68833333333333
683,closed,2019-09-19 18:06:57+00:00,2019-09-24 23:47:36+00:00,2019-09-24 23:47:36+00:00,Steam (╯°□°）╯︵ ┻━┻,125.6775
678,closed,2019-09-18 17:12:17+00:00,2019-09-24 23:49:01+00:00,2019-09-24 23:49:01+00:00,Update bundle_pt_BR.properties,150.61222222222221
677,closed,2019-09-18 14:33:28+00:00,2019-09-24 23:49:20+00:00,2019-09-24 23:49:20+00:00,Update Japanese translations,153.26444444444445
674,closed,2019-09-17 16:02:47+00:00,2019-09-25 00:20:28+00:00,2019-09-25 00:20:28+00:00,Update bundle_zh_CN.properties[finished],176.29472222222222
672,closed,2019-09-16 21:54:45+00:00,2019-09-16 23:00:06+00:00,2019-09-16 23:00:06+00:00,Fixes bug which let phase conveyor operate with any non-zero power; now requires full power to work,1.0891666666666666
669,closed,2019-09-16 06:31:03+00:00,2019-09-25 00:35:50+00:00,2019-09-25 00:35:51+00:00,Update bundle_cs - Czech translation,210.07972222222222
667,closed,2019-09-15 21:12:06+00:00,2019-10-15 03:41:02+00:00,2019-10-15 03:41:02+00:00,Update bundle_nl.properties,702.4822222222223
659,closed,2019-09-13 17:24:26+00:00,2019-09-16 00:32:41+00:00,2019-09-16 00:32:41+00:00,Update bundle_pl.properties,55.1375
657,closed,2019-09-13 10:28:59+00:00,2019-09-16 00:33:35+00:00,2019-09-16 00:33:35+00:00,Update bundle_tr.properties,62.07666666666667
653,closed,2019-09-12 14:04:19+00:00,2019-09-12 14:41:23+00:00,2019-09-12 14:41:23+00:00,Typo fix,0.6177777777777778
650,closed,2019-09-11 07:06:19+00:00,2019-09-16 00:35:08+00:00,2019-09-16 00:35:08+00:00,Update bundle_ko.properties,113.48027777777777
645,closed,2019-09-08 12:01:48+00:00,2019-09-16 00:37:39+00:00,2019-09-16 00:37:39+00:00,Translation,180.5975
644,closed,2019-09-08 11:23:52+00:00,2019-09-16 00:37:46+00:00,2019-09-16 00:37:46+00:00,Updates bundle_fr_BE.properties,181.23166666666665
643,closed,2019-09-08 06:36:42+00:00,2019-09-08 13:31:49+00:00,2019-09-08 13:31:50+00:00,Fix routers sending items back the way they came,6.918611111111111
642,closed,2019-09-08 04:26:21+00:00,2019-09-16 00:37:56+00:00,2019-09-16 00:37:56+00:00,Update bundle_zh_CN.properties,188.19305555555556
635,closed,2019-09-04 21:42:15+00:00,2019-09-05 14:01:26+00:00,2019-09-05 14:01:26+00:00,Add French app description for the Play Store.,16.31972222222222
633,closed,2019-09-03 19:14:55+00:00,2019-09-16 00:30:54+00:00,2019-09-16 00:30:54+00:00,Updated Polish translation (done),293.2663888888889
632,closed,2019-09-03 17:58:29+00:00,2019-09-16 00:39:50+00:00,2019-09-16 00:39:51+00:00,Completed the Italian (it) translation,294.68916666666667
631,closed,2019-09-03 14:30:28+00:00,2019-09-16 00:40:00+00:00,2019-09-16 00:40:00+00:00,Update the French translation,298.1588888888889
630,closed,2019-09-02 18:40:00+00:00,2019-09-02 23:37:39+00:00,2019-09-02 23:37:39+00:00,Extra events,4.960833333333333
629,closed,2019-09-01 22:58:40+00:00,2019-09-16 00:40:21+00:00,2019-09-16 00:40:21+00:00,Create bundle_eu.properties,337.6947222222222
627,closed,2019-09-01 17:12:27+00:00,2019-09-16 00:40:35+00:00,2019-09-16 00:40:35+00:00,Fixed translation,343.4688888888889
626,closed,2019-08-31 17:55:59+00:00,2019-08-31 17:59:52+00:00,2019-08-31 17:59:52+00:00,Update bundle_it.properties,0.06472222222222222
622,closed,2019-08-29 10:30:00+00:00,2019-08-29 22:57:54+00:00,2019-08-29 22:57:54+00:00,Update README.md,12.465
620,closed,2019-08-27 22:08:36+00:00,2019-08-31 16:12:08+00:00,2019-08-31 16:12:08+00:00,Update bundle_de.properties,90.05888888888889
618,closed,2019-08-26 16:26:03+00:00,2019-08-31 16:11:02+00:00,2019-08-31 16:11:02+00:00,Update bundle_ko.properties,119.74972222222222
617,closed,2019-08-26 15:58:47+00:00,2019-08-31 16:10:54+00:00,2019-08-31 16:10:54+00:00,bundle_fr_BE.properties,120.20194444444445
612,closed,2019-08-25 12:48:24+00:00,2019-08-31 16:05:49+00:00,2019-08-31 16:05:49+00:00,Update bundle_zh_CN.properties,147.2902777777778
611,closed,2019-08-25 02:06:53+00:00,2019-08-31 16:05:43+00:00,2019-08-31 16:05:43+00:00,Update bundle_es.propierties (Spanish trasnlation to the game),157.98055555555555
610,closed,2019-08-24 21:17:48+00:00,2019-08-31 16:05:09+00:00,2019-08-31 16:05:09+00:00,Update to Turkish Translation,162.78916666666666
609,closed,2019-08-24 16:44:15+00:00,2019-08-24 18:42:00+00:00,2019-08-24 18:42:00+00:00,Request to Reseting the Turkish Translation File,1.9625
608,closed,2019-08-24 15:39:21+00:00,2019-08-31 16:05:01+00:00,2019-08-31 16:05:01+00:00,Update bundle_pl.properties,168.42777777777778
607,closed,2019-08-24 10:36:56+00:00,2019-08-31 17:07:02+00:00,2019-08-31 17:07:02+00:00,[WIP] Ukr&Rus Translation,174.50166666666667
605,closed,2019-08-23 21:02:04+00:00,2019-08-23 22:10:33+00:00,2019-08-23 22:10:33+00:00,1 change on the names,1.1413888888888888
602,closed,2019-08-23 06:35:50+00:00,2019-08-23 22:10:58+00:00,2019-08-23 22:10:58+00:00,Add my name to contributors,15.585555555555555
600,closed,2019-08-21 20:16:18+00:00,2019-08-23 22:10:51+00:00,2019-08-23 22:10:51+00:00,German translations,49.909166666666664
598,closed,2019-08-21 10:53:52+00:00,2019-08-23 22:11:11+00:00,2019-08-23 22:11:11+00:00,Update bundle_zh_CN.properties,59.28861111111111
597,closed,2019-08-21 10:12:07+00:00,2019-08-23 22:12:31+00:00,2019-08-23 22:12:31+00:00,Patch 1,60.00666666666667
596,closed,2019-08-20 20:27:34+00:00,2019-08-23 22:12:39+00:00,2019-08-23 22:12:39+00:00,Update bundle_nl_BE.properties,73.75138888888888
595,closed,2019-08-20 16:07:03+00:00,2019-08-23 22:12:46+00:00,2019-08-23 22:12:46+00:00,bundle_fr_BE.properties,78.09527777777778
594,closed,2019-08-18 15:05:38+00:00,2019-08-31 16:04:52+00:00,2019-08-31 16:04:52+00:00,[READY TO MERGE] French translation,312.9872222222222
592,closed,2019-08-17 19:38:35+00:00,2019-08-17 21:00:20+00:00,2019-08-17 21:00:20+00:00,Possibly a small typo?,1.3625
588,closed,2019-08-17 07:32:58+00:00,2019-08-23 22:12:54+00:00,2019-08-23 22:12:54+00:00,Update bundle_ko.properties,158.66555555555556
586,closed,2019-08-16 20:32:48+00:00,2019-08-23 22:13:01+00:00,2019-08-23 22:13:01+00:00,Update bundle_pl.properties,169.67027777777778
585,closed,2019-08-16 16:05:44+00:00,2019-08-16 16:08:43+00:00,2019-08-16 16:08:43+00:00,Update bundle_ko.properties,0.04972222222222222
584,closed,2019-08-16 09:26:36+00:00,2019-08-16 15:13:53+00:00,2019-08-16 15:13:53+00:00,Fixes,5.788055555555555
582,closed,2019-08-15 19:40:53+00:00,2019-08-16 15:10:28+00:00,2019-08-16 15:10:28+00:00,added some german translations,19.493055555555557
579,closed,2019-08-15 07:18:09+00:00,2019-08-16 15:10:39+00:00,2019-08-16 15:10:39+00:00,Update bundle_ko.properties,31.875
577,closed,2019-08-08 11:32:43+00:00,2019-08-13 20:36:19+00:00,2019-08-13 20:36:20+00:00,Update bundle_ko.properties,129.06
571,closed,2019-08-02 09:19:55+00:00,2019-08-02 12:23:18+00:00,2019-08-02 12:23:18+00:00,add my nickname,3.056388888888889
569,closed,2019-07-30 14:49:07+00:00,2019-08-13 20:46:12+00:00,2019-08-13 20:46:13+00:00,Patch 1,341.9513888888889
568,closed,2019-07-30 10:36:22+00:00,2019-08-13 20:47:48+00:00,2019-08-13 20:47:49+00:00,Update bundle_zh_CN.properties,346.19055555555553
566,closed,2019-07-29 19:03:52+00:00,2019-08-13 20:48:02+00:00,2019-08-13 20:48:02+00:00,Update bundle_pl.properties,361.7361111111111
563,closed,2019-07-19 17:28:15+00:00,2019-07-29 16:51:37+00:00,2019-07-29 16:51:37+00:00,Update bundle_ko.properties,239.38944444444445
558,closed,2019-07-12 21:29:26+00:00,2019-07-14 21:25:42+00:00,2019-07-14 21:25:42+00:00,Removed duplicate of my name,47.937777777777775
557,closed,2019-07-12 20:49:34+00:00,2019-07-14 18:19:36+00:00,2019-07-14 18:19:36+00:00,I meekly request,45.50055555555556
556,closed,2019-07-11 03:36:49+00:00,2019-07-29 16:51:16+00:00,2019-07-29 16:51:16+00:00,Update bundle_zh_CN.properties,445.24083333333334
554,closed,2019-07-08 13:49:15+00:00,2019-07-29 16:50:53+00:00,2019-07-29 16:50:53+00:00,Fixes,507.02722222222224
553,closed,2019-07-08 12:25:43+00:00,2019-07-08 13:20:09+00:00,2019-07-08 13:20:09+00:00,Update bundle.properties,0.9072222222222223
549,closed,2019-07-06 18:31:16+00:00,2019-07-06 23:11:44+00:00,2019-07-06 23:11:44+00:00,Update bundle_ru.properties,4.674444444444444
548,closed,2019-07-06 18:30:45+00:00,2019-07-06 23:12:04+00:00,2019-07-06 23:12:04+00:00,Update bundle_uk_UA.properties,4.688611111111111
547,closed,2019-07-06 03:00:50+00:00,2019-07-06 23:12:20+00:00,2019-07-06 23:12:20+00:00,Update Chinese (Taiwan) translation,20.191666666666666
546,closed,2019-07-04 11:24:06+00:00,2019-07-06 23:12:36+00:00,2019-07-06 23:12:36+00:00,Updated bundle_pl.properties,59.80833333333333
541,closed,2019-07-01 15:56:05+00:00,2019-07-06 23:13:13+00:00,2019-07-06 23:13:13+00:00,Update bundle_pl.properties,127.28555555555556
540,closed,2019-06-30 10:16:37+00:00,2019-06-30 16:17:47+00:00,2019-06-30 16:17:47+00:00,Fixed gradlew,6.019444444444445
535,closed,2019-06-23 22:53:50+00:00,2019-07-13 16:28:04+00:00,2019-07-13 16:28:04+00:00,Loadout for non-zones maps,473.57055555555553
534,closed,2019-06-23 13:04:57+00:00,2019-06-23 16:45:38+00:00,2019-06-23 16:45:38+00:00,Added option to set TextField length for showTextInput(),3.6780555555555554
528,closed,2019-06-14 20:01:07+00:00,2019-06-14 22:40:06+00:00,2019-06-14 22:40:06+00:00,English bundle graphite description,2.649722222222222
526,closed,2019-06-13 22:51:50+00:00,2019-06-13 23:00:53+00:00,2019-06-13 23:00:53+00:00,Fixed download image,0.15083333333333335
525,closed,2019-06-11 14:24:32+00:00,2019-06-29 17:31:02+00:00,2019-06-29 17:31:02+00:00,Updates bundle_fr_BE.properties,435.10833333333335
523,closed,2019-06-11 01:02:33+00:00,2019-06-29 17:31:15+00:00,2019-06-29 17:31:15+00:00,Update bundle_pt_BR.properties,448.47833333333335
522,closed,2019-06-10 15:23:47+00:00,2019-06-10 15:29:06+00:00,2019-06-10 15:29:06+00:00,Update README.md,0.08861111111111111
521,closed,2019-06-10 15:21:42+00:00,2019-06-29 17:31:25+00:00,2019-06-29 17:31:25+00:00,Patch 1. Fight!,458.16194444444443
517,closed,2019-06-10 01:40:28+00:00,2019-06-29 17:31:41+00:00,2019-06-29 17:31:41+00:00,Request Update (bundle.in_ID.properties),471.8536111111111
515,closed,2019-06-09 09:34:57+00:00,2019-06-29 17:31:50+00:00,2019-06-29 17:31:50+00:00,Update bundle_ko.properties,487.9480555555556
508,closed,2019-06-01 21:13:11+00:00,2019-06-07 18:19:22+00:00,2019-06-07 18:19:22+00:00,Updates bundle_fr_BE.properties,141.10305555555556
504,closed,2019-05-28 15:32:02+00:00,2019-05-31 13:11:17+00:00,2019-05-31 13:11:17+00:00,Decoupling editor/MapEditor from editor/OperationStack,69.65416666666667
503,closed,2019-05-28 14:33:52+00:00,2019-06-09 03:20:48+00:00,2019-06-09 03:20:48+00:00,Fix some mistyping and refactoring,276.78222222222223
498,closed,2019-05-23 13:36:40+00:00,2019-08-13 20:49:11+00:00,2019-08-13 20:49:11+00:00,Create bundle_et.properties,1975.2086111111112
497,closed,2019-05-21 15:00:11+00:00,2019-06-07 18:18:41+00:00,2019-06-07 18:18:41+00:00,Update bundle_zh_CN.properties,411.30833333333334
496,closed,2019-05-21 09:51:22+00:00,2019-05-22 14:06:43+00:00,2019-05-22 14:06:43+00:00,Remove code duplication and rename set/get method on editor/DrawOperation.java #494,28.25583333333333
495,closed,2019-05-21 02:09:12+00:00,2019-05-25 16:08:00+00:00,2019-05-25 16:08:00+00:00,Minor fix - rename some variable on editor #494,109.98
492,closed,2019-05-10 18:30:52+00:00,2019-06-07 18:16:09+00:00,2019-06-07 18:16:09+00:00,Update bundle_fr.properties,671.7547222222222
491,closed,2019-05-10 16:27:11+00:00,2019-06-07 18:14:30+00:00,2019-06-07 18:14:30+00:00,Update bundle_fr.properties,673.7886111111111
490,closed,2019-05-06 07:39:46+00:00,2019-05-07 13:34:43+00:00,2019-05-07 13:34:43+00:00,Update bundle_it.properties,29.91583333333333
489,closed,2019-05-06 07:21:13+00:00,2019-06-07 18:14:04+00:00,2019-06-07 18:14:04+00:00,bundle_ko,778.8808333333334
487,closed,2019-05-04 09:47:59+00:00,2019-06-07 18:13:06+00:00,2019-06-07 18:13:06+00:00,Update Japanese translations,824.4186111111111
484,closed,2019-05-02 17:33:41+00:00,2019-06-07 18:11:48+00:00,2019-06-07 18:11:48+00:00,Update bundle_pt_BR.properties,864.6352777777778
483,closed,2019-05-01 16:35:18+00:00,2019-05-01 19:40:38+00:00,2019-05-01 19:40:38+00:00,closes #481 + capitalization,3.088888888888889
482,closed,2019-05-01 15:19:47+00:00,2019-06-07 18:11:33+00:00,2019-06-07 18:11:33+00:00,Update bundle_zh_CN.properties,890.8627777777778
480,closed,2019-05-01 08:42:21+00:00,2019-06-07 18:11:16+00:00,2019-06-07 18:11:16+00:00,Update bundle_uk_UA.properties,897.4819444444445
475,closed,2019-04-27 12:21:18+00:00,2019-04-30 16:49:39+00:00,2019-04-30 16:49:39+00:00,Update bundle_zh_CN.properties,76.4725
474,closed,2019-04-27 10:01:34+00:00,2019-04-30 16:47:54+00:00,2019-04-30 16:47:54+00:00,NL_BE bundle progress (Fishbuilder),78.77222222222223
473,closed,2019-04-26 13:35:23+00:00,2019-04-30 16:47:42+00:00,2019-04-30 16:47:42+00:00,Update bundle_ja.properties,99.20527777777778
472,closed,2019-04-26 13:29:53+00:00,2019-04-30 16:47:33+00:00,2019-04-30 16:47:33+00:00,Update bundle_zh_CN.properties,99.29444444444445
469,closed,2019-04-23 16:58:19+00:00,2019-04-30 16:47:27+00:00,2019-04-30 16:47:27+00:00,Update bundle_pt_BR.properties,167.8188888888889
467,closed,2019-04-20 02:25:49+00:00,2019-04-30 16:46:02+00:00,2019-04-30 16:46:02+00:00,Update bundle_pt_BR.properties,254.33694444444444
464,closed,2019-04-12 21:36:07+00:00,2019-04-20 18:19:17+00:00,2019-04-20 18:19:17+00:00,New custom games and custom rules screen,188.71944444444443
462,closed,2019-04-12 00:07:18+00:00,2019-04-30 16:45:39+00:00,2019-04-30 16:45:39+00:00,Updates bundle_fr_BE.properties,448.63916666666665
460,closed,2019-04-11 11:39:48+00:00,2019-04-30 16:39:01+00:00,2019-04-30 16:39:01+00:00,Update bundle_pl.properties,460.9869444444444
458,closed,2019-04-09 18:51:03+00:00,2019-04-30 16:43:21+00:00,2019-04-30 16:43:21+00:00,Update bundle_pl.properties,501.87166666666667
457,closed,2019-04-08 04:28:55+00:00,2019-04-30 16:44:09+00:00,2019-04-30 16:44:09+00:00,Update bundle_ko.properties,540.2538888888889
454,closed,2019-04-06 19:54:33+00:00,2019-04-30 16:44:42+00:00,2019-04-30 16:44:42+00:00,Update bundle_uk_UA.properties and bundle_ru.properties,572.8358333333333
453,closed,2019-04-05 16:10:57+00:00,2019-04-30 16:44:58+00:00,2019-04-30 16:44:58+00:00,Update bundle_zh_CN.properties,600.5669444444444
452,closed,2019-04-05 10:14:51+00:00,2019-04-30 16:45:07+00:00,2019-04-30 16:45:07+00:00,Update bundle_de.properties,606.5044444444444
447,closed,2019-04-01 15:48:54+00:00,2019-04-05 01:50:59+00:00,2019-04-05 01:50:59+00:00,Update bundle_fr.properties,82.03472222222223
444,closed,2019-03-31 13:53:00+00:00,2019-04-05 01:52:10+00:00,2019-04-05 01:52:10+00:00,Ukrainian bundle,107.98611111111111
443,closed,2019-03-31 13:52:39+00:00,2019-04-05 01:53:03+00:00,2019-04-05 01:53:03+00:00,Russian bundle,108.00666666666666
442,closed,2019-03-29 19:42:28+00:00,2019-03-29 19:55:46+00:00,2019-03-29 19:55:46+00:00,pulverizer pulverises scrap not stone,0.22166666666666668
441,closed,2019-03-29 10:04:00+00:00,2019-04-05 01:53:35+00:00,2019-04-05 01:53:35+00:00,Update bundle_zh_CN.properties,159.82638888888889
440,closed,2019-03-29 05:15:49+00:00,2019-04-05 01:58:05+00:00,2019-04-05 01:58:05+00:00,Update bundle_zh_CN.properties,164.70444444444445
439,closed,2019-03-29 04:19:36+00:00,2019-04-05 01:59:09+00:00,2019-04-05 01:59:09+00:00,Update bundle_ko.properties,165.65916666666666
437,closed,2019-03-25 07:43:09+00:00,2019-03-28 21:26:14+00:00,2019-03-28 21:26:14+00:00,Update Ukrainian bundle,85.71805555555555
436,closed,2019-03-24 15:08:22+00:00,2019-03-28 21:26:08+00:00,2019-03-28 21:26:08+00:00,Update bundle_zh_CN.properties,102.29611111111112
435,closed,2019-03-24 13:05:40+00:00,2019-03-28 21:25:36+00:00,2019-03-28 21:25:36+00:00,Update bundle_ko.properties,104.33222222222223
433,closed,2019-03-23 12:19:50+00:00,2019-03-23 17:48:56+00:00,2019-03-23 17:48:56+00:00,Update 'bundle_zh_TW.properties',5.485
432,closed,2019-03-21 20:18:05+00:00,2019-03-23 17:48:38+00:00,2019-03-23 17:48:38+00:00,Update bundle_pt_BR.properties,45.509166666666665
430,closed,2019-03-21 15:33:53+00:00,2019-03-23 17:48:51+00:00,2019-03-23 17:48:51+00:00,Update bundle_uk_UA.properties,50.24944444444444
429,closed,2019-03-21 15:33:47+00:00,2019-03-23 17:48:32+00:00,2019-03-23 17:48:32+00:00,Update bundle_ru.properties,50.24583333333333
428,closed,2019-03-20 06:38:31+00:00,2019-03-20 23:14:04+00:00,2019-03-20 23:14:04+00:00,Update Japanese translations,16.5925
425,closed,2019-03-15 14:28:37+00:00,2019-03-20 23:16:21+00:00,2019-03-20 23:16:21+00:00,Update bundle_ko.properties,128.79555555555555
424,closed,2019-03-10 06:05:36+00:00,2019-03-10 14:03:54+00:00,2019-03-10 14:03:54+00:00,Fix fonts,7.971666666666667
423,closed,2019-03-09 15:08:00+00:00,2019-03-21 03:04:20+00:00,2019-03-21 03:04:20+00:00,Update bundle_uk_UA.properties,275.93888888888887
422,closed,2019-03-09 15:07:57+00:00,2019-03-20 23:37:47+00:00,2019-03-20 23:37:47+00:00,Update bundle_ru.properties,272.4972222222222
421,closed,2019-03-07 12:06:47+00:00,2019-03-09 16:19:17+00:00,2019-03-09 16:19:18+00:00,bundle upgrade for beta version,52.208333333333336
417,closed,2019-02-26 09:12:07+00:00,2019-02-26 18:12:47+00:00,2019-02-26 18:12:47+00:00,Update bundle_ko.properties,9.011111111111111
416,closed,2019-02-25 09:53:42+00:00,2019-02-25 15:02:54+00:00,2019-02-25 15:02:54+00:00,Update bundle_ko.properties,5.153333333333333
415,closed,2019-02-25 04:33:57+00:00,2019-03-12 19:09:07+00:00,2019-03-12 19:09:07+00:00,Update README.md to take permissions into account on *NIX,374.5861111111111
