sha,date,author,message,files_changed,files_commited,month
4ea8199f8304f005a9802d212f05e6849aadc5af,2023-10-13 04:38:53+00:00,Anuken,Json support for UnlockableContent fields,2,"['core/src/mindustry/mod/ContentParser.java', 'gradle.properties']",2023-10
0a84482f9110ec444a7627c45fe996573f58be39,2023-10-13 04:39:00+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-10
74844a6fa9ae70260bfa6214106defdd3e801eb7,2023-10-13 06:15:05+00:00,Anuken,Fixed #9156,1,['core/src/mindustry/world/blocks/logic/MessageBlock.java'],2023-10
f4bf76e3b23b0bb86103bac1c04e39c8ab4e5501,2023-10-13 13:23:14+00:00,J0anJosep,Update bundle_ca.properties (#9158),1,['core/assets/bundles/bundle_ca.properties'],2023-10
d9c2e9a6b1e1b50440a96552c676217645897fc4,2023-10-13 18:58:59+00:00,NazrinNya,Update servers_v7.json (#9165),1,['servers_v7.json'],2023-10
002f3225633e94cfba86a6a0b14377547566084e,2023-10-14 01:14:55+00:00,Atomic-Laboratory,"Add Atomic to the server list (#9155)

* Add Atomic to the server list

* Add second port

* Remove unused port 6567

Was hoping to use it soon:tm: but oh well...",1,['servers_v7.json'],2023-10
a6d0a17bd9bf1ddce7bca5939a223fab533f0dac,2023-10-14 13:09:59+00:00,way-zer,PR: world-switch (#9167),5,"['core/assets-raw/sprites/blocks/logic/world-switch-on.png', 'core/assets-raw/sprites/blocks/logic/world-switch.png', 'core/assets/icons/icons.properties', 'core/src/mindustry/content/Blocks.java', 'core/src/mindustry/world/blocks/logic/SwitchBlock.java']",2023-10
fbdfef625a935b15d55637ae0461c9794b68ef89,2023-10-15 02:12:47+00:00,Atomic-Laboratory,Add Atomic Attack server (#9170),1,['servers_v7.json'],2023-10
ef1413beab93bc01c068def61bb652f6d9188606,2023-10-15 02:18:13+00:00,Atomic-Laboratory,"Add ""loadautosave"" server command. (#9169)

* Add ""loadautosave"" server command.

A command that loads the last auto-save. This command can be placed inside `config startcommands` to automatically load the last save when the server starts.

* autosaves config is actually autosave. use first() not get(0)

* Get most recent autosave w/o sorting

* Remove left over debug

oops....",1,['server/src/mindustry/server/ServerControl.java'],2023-10
da8ebad0c576c9a30d6af1b1819a26d9009f2053,2023-10-15 03:12:07+00:00,JasonP01,"Update servers_v7.json (#9171)

Added xpdustry events to partnered servers",1,['servers_v7.json'],2023-10
d01294d35ce649b4a8338c14ea0e7936ff8bb065,2023-10-15 13:52:02+00:00,Anuken,Fixed #9166,1,['core/src/mindustry/ui/fragments/HudFragment.java'],2023-10
b0f449371eb68c8128617727b7bae21270f6abfa,2023-10-15 13:52:07+00:00,Anuken,Merge remote-tracking branch 'origin/master',8,"['core/assets-raw/sprites/blocks/logic/world-switch-on.png', 'core/assets-raw/sprites/blocks/logic/world-switch.png', 'core/assets/bundles/bundle_ca.properties', 'core/assets/icons/icons.properties', 'core/src/mindustry/content/Blocks.java', 'core/src/mindustry/world/blocks/logic/SwitchBlock.java', 'server/src/mindustry/server/ServerControl.java', 'servers_v7.json']",2023-10
721c2d40d8d4c78cc1f5d1c3d5cd061657040e82,2023-10-16 16:16:38+00:00,Atomic-Laboratory,"Change port for Atomic Servers (#9174)

* Change port for Atomic Servers

I cant choose ports when making a new game server node...

* change domain

move domain to 129.146.33.189",1,['servers_v7.json'],2023-10
033e3d136e2442952727164974fd381d7508aad2,2023-10-18 14:18:29+00:00,lemon3357,Update servers_v7.json (#9175),1,['servers_v7.json'],2023-10
7a02230226ed8f11cfa408f843734fc3a6ea6d6e,2023-10-19 05:47:51+00:00,Atomic-Laboratory,"Add Atomic PvP (#9176)

A pvp server were (almost) all turrets have infinite ammo and cryo fluid. Maximize chaos. Hosted on Germany.",1,['servers_v7.json'],2023-10
34782e943c09f31b6e6ecc32e5d47f884e8350e7,2023-10-19 13:27:30+00:00,karlo292,"Update servers_v7.json (#9177)

added new IP for crocraft network server",1,['servers_v7.json'],2023-10
2522b167383d628a779131c5e1d5f07680f4e324,2023-10-19 17:55:04+00:00,MEEPofFaith,"SoundEffect - An Effect that produces sound when created. (#9178)

* SoundEffect

* Add to ClassMap

* Loading via prov does not work

* MEEP, that's not how you random",2,"['core/src/mindustry/entities/effect/SoundEffect.java', 'core/src/mindustry/mod/ClassMap.java']",2023-10
ed7f00f48af24152e61737ba952373a74707ecf8,2023-10-20 02:02:34+00:00,Anuken,Load/unload command icon swap,2,"['core/src/mindustry/ai/UnitCommand.java', 'gradle.properties']",2023-10
69462eb3f0c32dbf8700f347057b27e2afb34a6a,2023-10-20 02:02:41+00:00,Anuken,Merge remote-tracking branch 'origin/master',3,"['core/src/mindustry/entities/effect/SoundEffect.java', 'core/src/mindustry/mod/ClassMap.java', 'servers_v7.json']",2023-10
e391434dc9915ce815623a66a779de4662db5d7f,2023-10-20 05:48:11+00:00,Anuken,Unit enter payload command,11,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/ai/UnitCommand.java', 'core/src/mindustry/ai/types/CommandAI.java', 'core/src/mindustry/input/Binding.java', 'core/src/mindustry/input/InputHandler.java', 'core/src/mindustry/type/UnitType.java', 'core/src/mindustry/world/Block.java', 'core/src/mindustry/world/blocks/payloads/BlockProducer.java', 'core/src/mindustry/world/blocks/payloads/PayloadBlock.java', 'core/src/mindustry/world/blocks/payloads/PayloadConveyor.java', 'core/src/mindustry/world/blocks/payloads/PayloadSource.java']",2023-10
1641d506619eb47b48d1466d52dcbebc1afe6679,2023-10-20 05:49:09+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-10
0ccc4df29247219e532bda76ade1a6ea767f55b1,2023-10-21 13:15:03+00:00,MEIQIUawa,Update servers_v7.json (#9188),1,['servers_v7.json'],2023-10
c9488fd72b2041a881c5249b2a621f92c359259d,2023-10-21 13:15:15+00:00,Redik2,Update servers_v7.json (#9182),1,['servers_v7.json'],2023-10
3c6fc363f390a26c23e0082a74bd19c802815e84,2023-10-21 19:18:57+00:00,Anuken,Fixed load block command not arriving on target,2,"['core/src/mindustry/ai/UnitCommand.java', 'core/src/mindustry/ai/types/CommandAI.java']",2023-10
5ec2ee042842d2c1de7afc73c6850c2b59f59690,2023-10-21 19:19:03+00:00,Anuken,Merge remote-tracking branch 'origin/master',35,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'servers_v7.json']",2023-10
471c8728a05220458cfe092d7bb6cd817bacab27,2023-10-22 03:04:12+00:00,Anuken,Let units without weapons patrol,1,['core/src/mindustry/type/UnitType.java'],2023-10
11c86b844b0f1db6647b95c98b5044b39d4d7093,2023-10-22 03:41:01+00:00,Atomic-Laboratory,"Move Atomic Servers to DE Node (#9191)

VPS Provider nuked their US node by accident, this may or may not be a permanent migration.",1,['servers_v7.json'],2023-10
4f701a706354ee1465a2f8bad007f1e2f94fd346,2023-10-22 13:14:52+00:00,Mythril382,"`useUnitCap` fun (#9187)

* a

* aaaaa

* aaaaaaaaaaaa

* AAAAAAAAAAAAAAAAAAAAAAA

* *inhales*

* AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA

* *inhales*

* AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA

* *inhales*

* aaaa

* AAAAAAAÆEEEEEEEEEEEEEEEE

* anyways im stupid

* *exhales*

* Update core/src/mindustry/world/blocks/units/Reconstructor.java

---------

Co-authored-by: Anuken <arnukren@gmail.com>",5,"['core/src/mindustry/entities/Units.java', 'core/src/mindustry/world/blocks/units/Reconstructor.java', 'core/src/mindustry/world/blocks/units/UnitAssembler.java', 'core/src/mindustry/world/blocks/units/UnitCargoLoader.java', 'core/src/mindustry/world/blocks/units/UnitFactory.java']",2023-10
3229c1e7b713b80660dc5c7524571498afde9241,2023-10-23 15:18:01+00:00,Anuken,Derelict block click repair,9,"['core/assets/bundles/bundle.properties', 'core/assets/cursors/repair.png', 'core/src/mindustry/core/UI.java', 'core/src/mindustry/entities/comp/BuilderComp.java', 'core/src/mindustry/input/DesktopInput.java', 'core/src/mindustry/input/InputHandler.java', 'core/src/mindustry/input/MobileInput.java', 'core/src/mindustry/world/Block.java', 'core/src/mindustry/world/Build.java']",2023-10
da32780a38bf4a38e918a73e71881a29b02d256c,2023-10-23 15:18:08+00:00,Anuken,Merge remote-tracking branch 'origin/master',6,"['core/src/mindustry/entities/Units.java', 'core/src/mindustry/world/blocks/units/Reconstructor.java', 'core/src/mindustry/world/blocks/units/UnitAssembler.java', 'core/src/mindustry/world/blocks/units/UnitCargoLoader.java', 'core/src/mindustry/world/blocks/units/UnitFactory.java', 'servers_v7.json']",2023-10
ef7ee5fdfe27957b7e8a07cc424af63e00412515,2023-10-23 15:34:54+00:00,Anuken,Fixed #9195,1,['core/src/mindustry/entities/comp/BuildingComp.java'],2023-10
2aad7ddde0ecc6cd460ff60cb3779a64154cac34,2023-10-23 16:24:48+00:00,TheTrueInfinity,"Update servers (#9190)

* Update servers_v7.json

For a while "".ru""

* Update servers

Fixed [ Line 125 ]

* Update servers

Fixed line 123",1,['servers_v7.json'],2023-10
e433667c04b525eda2415b4c3d45d4e73a5621dd,2023-10-24 04:59:15+00:00,eSK8er,Update servers_v7.json (#8438),1,['servers_v7.json'],2023-10
4745c5190191efe6a5ffe0e1c2e427832655e602,2023-10-24 04:59:40+00:00,summoner001,"Update bundle_hu.properties (#9189)

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

* Update bundle_hu.properties",1,['core/assets/bundles/bundle_hu.properties'],2023-10
cdb77defb05223f5716759ed1e1cad2faab8efe6,2023-10-24 05:00:24+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_hu.properties'],2023-10
fbac1e2e8a59c512b0ba005d88e4dd777d793691,2023-10-27 22:06:04+00:00,Xenerain,Update servers_v7.json (#9201),1,['servers_v7.json'],2023-10
35742f00f1243e4ef65d4224f8da4eb353175988,2023-10-27 22:06:26+00:00,summoner001,"Update bundle_hu.properties (#9203)

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation",1,['core/assets/bundles/bundle_hu.properties'],2023-10
93c46ec2dc0a2f2d44b9e8c951037483736785b5,2023-10-27 22:07:10+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_hu.properties'],2023-10
2bc8a25bc6c2a61a01d2d5fea53ae51615227c6a,2023-10-27 22:36:15+00:00,ArkSourcer,"Edit bundle_es (#9198)

* Funny change

* Update servers_v7.json

* Update bundle_es.properties

Traductions for the bundle_es
By ArkSource",1,['core/assets/bundles/bundle_es.properties'],2023-10
212adddd5300caac8d50722ee08c13c2e0de2bd0,2023-10-27 22:42:25+00:00,Anuken,Fixed some blocks not being mobile rotate-able,1,['core/src/mindustry/world/Block.java'],2023-10
12769dd52b4b4ae2473c5ba887484b6c0c587a1d,2023-10-27 22:42:31+00:00,Anuken,Merge remote-tracking branch 'origin/master',3,"['core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_hu.properties', 'servers_v7.json']",2023-10
a0a0b5942e58ef315a12c680c4bcd8b2a47bd101,2023-10-28 13:29:28+00:00,Anuken,Fixed #9208,1,['core/src/mindustry/core/Renderer.java'],2023-10
f38a6ed7f59fe811ce8170fb124a0dc6429bb385,2023-10-28 13:32:03+00:00,BasedUser,"Update bundle_ru attributions (#9205)

* Update bundle_ru attributions

i don't think anyone calls me by my old alias anymore

* Update bundle_ru.properties",1,['core/assets/bundles/bundle_ru.properties'],2023-10
17978f736f83f4668170da72e86ae97de552aa6c,2023-10-28 13:32:12+00:00,lemon3357,Update servers_v7.json (#9204),1,['servers_v7.json'],2023-10
af20ea56054d8a57256ce975c34d80a22028a191,2023-10-28 22:55:03+00:00,MEIQIUawa,Update servers_v7.json (#9211),1,['servers_v7.json'],2023-10
44757f0cb4ca127cdf903d09c6794ce39d144dc2,2023-10-29 15:19:53+00:00,MEIQIUawa,Update servers_v7.json (#9214),1,['servers_v7.json'],2023-10
270c7845b8e97390692c78c2bd0b2230213861bd,2023-10-29 17:57:22+00:00,NazrinNya,"Update servers_v7.json (#9215)

* Update servers_v7.json

* Update servers_v7.json

* Update servers_v7.json",1,['servers_v7.json'],2023-10
55684e8b981c1b08fd2858400f025a5c0866b59a,2023-10-30 13:13:47+00:00,Anuken,Ignore .git in mods,3,"['core/src/mindustry/graphics/FogRenderer.java', 'core/src/mindustry/graphics/MinimapRenderer.java', 'core/src/mindustry/mod/Mods.java']",2023-10
e2daf957fb712087e5b488609a012e1530f1529c,2023-10-30 13:14:00+00:00,Anuken,Merge remote-tracking branch 'origin/master',2,"['core/assets/bundles/bundle_ru.properties', 'servers_v7.json']",2023-10
db60fcd64dc9f6a7864be2cd66937aa2ae16b579,2023-10-30 13:45:48+00:00,Anuken,Fixed #9216,1,['core/src/mindustry/ui/fragments/PlacementFragment.java'],2023-10
695dad201fb4c2b4252f2ee5abde32e968169ba5,2023-10-30 18:56:40+00:00,Anuken,includeBuild for Arc,2,"['build.gradle', 'settings.gradle']",2023-10
f6082225e859c759c8d9c944250b6ecd490151ed,2023-10-30 19:01:57+00:00,Anuken,no getArcHash,1,['build.gradle'],2023-10
9f88d895addecb0e4fea863a366e406ae345767c,2023-10-30 19:13:26+00:00,Anuken,most unfortunate,1,['android/build.gradle'],2023-10
f2994652e2758fcdff4b36eea7811b843130e46c,2023-10-30 23:06:53+00:00,ArkSourcer,"Agua (#9217)

* Funny change

* Update servers_v7.json

* Update bundle_es.properties

Traductions for the bundle_es
By ArkSource

* Update servers_v7.json",1,['servers_v7.json'],2023-10
968fa2f9b1be7081fc46fbba6ae7b531c2d4664c,2023-10-31 01:01:04+00:00,Anuken,Derelict repair rule,4,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/game/Rules.java', 'core/src/mindustry/ui/dialogs/CustomRulesDialog.java', 'core/src/mindustry/world/Build.java']",2023-10
d06df37d0299e4efea982c92529988aa200e8139,2023-10-31 14:20:39+00:00,Volas171,Update servers_v7.json (#9219),1,['servers_v7.json'],2023-10
e5047d752d62a0353f1ead4619ee5d4653fe9517,2023-10-31 15:24:03+00:00,Anuken,Added dynamic status for custom speed/health/etc,6,"['core/src/mindustry/content/StatusEffects.java', 'core/src/mindustry/entities/comp/ShieldComp.java', 'core/src/mindustry/entities/comp/StatusComp.java', 'core/src/mindustry/entities/units/StatusEntry.java', 'core/src/mindustry/io/TypeIO.java', 'core/src/mindustry/type/StatusEffect.java']",2023-10
3e80541c2d383cc7a571d25d7f27940b64f039c8,2023-10-31 15:24:11+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-10
b0612fa33d2fd6d8567ae89340c39897f607fa55,2023-10-31 15:25:06+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-10
1d051b5c16447c60fea71664c2817b7d668fd85c,2023-10-31 16:20:18+00:00,Anuken,Add setProp of speed/armor,2,"['core/src/mindustry/entities/comp/UnitComp.java', 'core/src/mindustry/logic/LAccess.java']",2023-10
e1ffce2fd8ed0d1eaf9c766df173098a2aa703d2,2023-10-31 16:20:23+00:00,Anuken,Merge remote-tracking branch 'origin/master',34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-10
5fe4b9a36c737b80fbe8ff851f6c0a8115e25cd0,2023-10-31 16:38:55+00:00,Anuken,"alignment, comments",1,['core/src/mindustry/io/TypeIO.java'],2023-10
179dfc8d56cc31b3a73c164d20befe884542b5d0,2023-10-31 23:34:14+00:00,buthed010203,Update io ips (#9221),1,['servers_v7.json'],2023-10
83c169ae013cce04449a4fe5fe3fb1abc006f381,2023-10-31 23:37:48+00:00,Anuken,Removed v7 server from v6 list,1,['servers_v6.json'],2023-10
67e35af7181548c7210e4fbbe154d4877f24454f,2023-11-01 03:59:34+00:00,Anuken,Fixed #8917,1,['core/src/mindustry/ai/BlockIndexer.java'],2023-11
90487f41205eb097f8a062b7128a35d0ec92da59,2023-11-01 03:59:41+00:00,Anuken,Merge remote-tracking branch 'origin/master',2,"['servers_v6.json', 'servers_v7.json']",2023-11
9c10a094386674e714122cd6cccbf13ae888fbda,2023-11-01 16:23:48+00:00,Anuken,Simplification,1,['core/src/mindustry/io/TypeIO.java'],2023-11
dd7cd827b96c6289576eb9e347701ab1741b4c7d,2023-11-01 18:44:00+00:00,Anuken,"Removed Omega network (see description)

Multiple staff members of the Omega network have been DDOSing other server networks. It's been pretty obvious for a while, but enough is enough.

No, I will not re-add the network. Don't bother commenting or PMing me on Discord.",1,['servers_v7.json'],2023-11
ad6c9a5029392a3affa94ff8e0b8088b005c40a7,2023-11-01 23:13:26+00:00,Anuken,Fixed basin tank doors,1,['core/assets/maps/basin.msav'],2023-11
e15a4e6bdfebc15ef57cb529c8855d4727fcb284,2023-11-01 23:13:32+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-11
6014f2353aeca7c1710f38cb8576ad678d0d8e40,2023-11-02 12:58:26+00:00,Ilya246,"foreshadow overhaul (#9223)

* overhaul foreshadow

* whar ?",4,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/content/Blocks.java', 'core/src/mindustry/entities/bullet/BulletType.java', 'core/src/mindustry/world/meta/StatValues.java']",2023-11
1cdbb562f890c56019959f76ce411c338b599a08,2023-11-02 12:59:20+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-11
7b686d56a867956437f191f269adc72583d23704,2023-11-02 13:01:59+00:00,ErosAa2,"Scepter buff (#9226)

* Update UnitTypes.java

* Update UnitTypes.java

* nevermind",1,['core/src/mindustry/content/UnitTypes.java'],2023-11
e139baf858cb536f3c62c854ab35b8637cae6d64,2023-11-02 15:02:26+00:00,summoner001,"Update bundle_hu.properties - The finishing touches (#9207)

* Update bundle_hu.properties - The finishing touches

Correction, completion and correction of errors in the Hungarian translation.

Sorry for the many commits, this is the first time I've done this.

This is the final corrections. If you find any problem, I will repair it asap.

* Update bundle_hu.properties

Filling in a missing translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

* Update bundle_hu.properties

Correction, completion and correction of errors in the Hungarian translation

delete unnecessary spaces

* Update bundle_hu.properties

Minor fixes

* Update bundle_hu.properties

minor fixes
fixing typos

* Update bundle_hu.properties

minor fixes

* Update bundle_hu.properties

new translations

1263 - rules.derelictrepair = Allow Derelict Block Repair

Minor fixes

* Update bundle_hu.properties

more fixes

* Update bundle_hu.properties

Minor fixes

* Update bundle_hu.properties

fixes

* Update bundle_hu.properties

fixes

* Update bundle_hu.properties

fixes

* Update bundle_hu.properties

minor fixing",1,['core/assets/bundles/bundle_hu.properties'],2023-11
9eaf9ddddd2cfc471c19cdaf358fcd43a6be8e00,2023-11-02 15:03:05+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_hu.properties'],2023-11
e98c1123780292121218ec0512dc4d2fccd05f12,2023-11-02 15:45:08+00:00,summoner001,"Update bundle_hu.properties (#9227)

The last one. Sorry! :( Ready to merge.",1,['core/assets/bundles/bundle_hu.properties'],2023-11
